,dates,nzd0364-0000,nzd0364-0001,nzd0364-0002,nzd0364-0003,nzd0364-0004,nzd0364-0005,nzd0364-0006,nzd0364-0007,nzd0364-0008,nzd0364-0009,nzd0364-0010,nzd0364-0011,nzd0364-0012,nzd0364-0013,nzd0364-0014,nzd0364-0015,nzd0364-0016,nzd0364-0017,nzd0364-0018
0,1999-07-02 21:59:57+00:00,,,,,,,,,,,,,,,,,,,
1,1999-09-04 22:00:09+00:00,152.897149722704,154.15882555986258,157.3000109965146,160.5918662200024,157.5750927442587,153.3589930737869,156.68803214829518,160.15790235540163,164.31398880909072,159.43355153533338,160.58280514649277,160.82547309187552,165.56201394951546,167.5580267331746,174.1643856082629,157.6014144786676,151.82707096760691,163.97931425894848,167.81432406462403
2,1999-09-20 22:00:08+00:00,170.10024726981982,168.03074941643715,175.62857229394083,175.25323501557432,172.75326212073944,168.79590389361906,171.26416995300497,175.6531837632607,177.6313272149925,175.9159972259398,175.8327188596158,175.37078393284062,178.18949591124988,181.32264153247442,176.12126715424756,171.9959183623817,164.1020810698884,173.6543539751287,173.49715733890605
3,1999-12-09 22:00:09+00:00,164.31282717023686,161.48729576283685,164.4587519533814,166.61905441056354,165.17515968172808,164.03003967864962,167.53266516396224,168.3880086565346,173.23552764308837,170.86003621322828,,,,,,,,,
4,1999-12-25 22:00:04+00:00,163.95620434512202,161.4438918681363,161.55591883723673,162.33969726617138,161.1678202576334,159.98660205833784,163.8084736386101,162.13860346569368,165.90349259507374,162.08155714626943,163.68620384934485,168.252871174124,165.42603130663537,169.78542814041123,165.05554271327512,154.81871772216343,152.24333613347176,162.68114118189345,165.18244034996266
5,2000-01-26 22:00:02+00:00,167.79889997093548,164.43253528345474,171.4630503864804,173.24775699586596,169.28416513184982,163.16621778478788,168.77035330703188,168.43065659540542,173.7686351503361,173.5979556936444,173.2059546341262,172.90727520577724,176.72504842364197,179.80225349104023,174.15174944666592,166.3115316106173,163.59987684642584,172.6306296695994,174.25656512363298
6,2000-02-11 21:59:57+00:00,154.22882699772344,152.54337811118174,155.2357155044815,157.7518851618472,156.716047104064,156.39656477811118,159.54148706837032,156.8864132124856,159.54764525129895,,,,,,,,,,
7,2000-02-27 21:59:52+00:00,162.90912525951836,168.58325317930712,168.2221286605934,173.39886951227382,167.85047890955778,171.31619480478395,172.43354179354466,176.52122460621862,181.57147506645614,181.0707324803378,179.3345460864665,184.7091215323243,186.8306354324899,184.27647230073683,179.8469991434036,166.2948837893787,163.37651494627687,172.15125193870156,179.17566199753472
8,2000-03-14 21:59:47+00:00,162.49244262227333,162.85073072532262,163.47028691483848,165.84221796428773,163.0843885748322,166.24489847093605,166.8321579929783,166.75489269095732,170.02912597771365,161.79527843528723,166.4022943263741,166.91921670809978,166.59231712304614,171.68504307635027,173.42268628370903,156.4623912842974,155.0083214727349,164.13883761451797,168.8138027668593
9,2000-03-30 21:59:45+00:00,170.6232788127778,171.8562629396983,174.3546597434248,178.60977250719165,174.2107365036491,170.967915378236,174.49804484816048,176.5545084738404,177.7802887269976,175.68772524831076,174.82726474052822,176.62341546820352,180.46262754203124,182.23084801807573,182.0357300775029,171.78245521785743,163.53742458753044,169.69953744656104,179.07620882023454
