dates,nzd0233-0000,nzd0233-0001,nzd0233-0002,nzd0233-0003,nzd0233-0004,nzd0233-0005,nzd0233-0006,nzd0233-0007,nzd0233-0008,nzd0233-0009,nzd0233-0010,nzd0233-0011,nzd0233-0012,nzd0233-0013,nzd0233-0014,nzd0233-0015,nzd0233-0016,nzd0233-0017,nzd0233-0018,nzd0233-0019,nzd0233-0020,nzd0233-0021,nzd0233-0022,nzd0233-0023,nzd0233-0024,satname
1999-08-05 21:46:35+00:00,387.26,374.04,371.96,373.65,368.03,366.24,360.01,357.80,352.19,350.83,351.16,346.52,347.72,346.96,347.37,339.59,339.73,324.75,316.58,320.83,314.01,317.13,,306.03,,L7
1999-08-21 21:46:33+00:00,423.04,390.38,386.57,392.66,386.78,382.60,377.08,379.14,380.05,370.06,367.38,367.16,368.14,383.33,,365.66,370.55,354.53,340.95,336.25,332.70,332.11,357.82,332.49,303.83,L7
1999-09-22 21:46:36+00:00,384.10,375.10,373.89,374.92,374.92,370.03,365.26,361.60,360.19,354.61,350.40,350.48,351.63,352.56,344.85,339.81,332.98,324.44,319.09,321.03,322.32,329.58,325.66,321.55,306.41,L7
1999-09-29 21:52:52+00:00,392.63,378.66,376.82,374.41,372.16,369.57,368.02,360.94,357.71,358.09,352.71,349.72,348.13,350.92,345.17,340.14,333.91,321.84,317.04,322.11,321.15,320.84,317.13,322.94,324.23,L7
1999-10-24 21:46:32+00:00,382.51,377.11,373.66,375.25,374.07,369.67,366.03,359.97,358.30,353.41,350.82,348.60,347.80,347.02,344.72,337.39,331.83,325.90,320.77,321.56,320.26,327.44,326.84,326.67,318.72,L7
2000-02-04 21:52:37+00:00,380.02,373.75,371.44,371.58,367.98,363.72,363.38,356.39,355.73,351.28,349.59,343.88,342.22,342.40,338.14,333.02,326.44,323.25,319.25,321.25,317.20,327.43,323.94,321.16,307.47,L7
2000-02-20 21:52:29+00:00,380.47,370.25,370.99,366.44,363.25,363.90,357.01,354.87,351.29,347.21,345.63,344.42,342.74,340.72,335.80,332.43,324.63,318.17,311.01,316.71,312.74,318.88,311.38,319.93,315.64,L7
2000-03-16 21:46:15+00:00,380.63,378.60,376.18,370.42,367.20,363.79,361.95,360.20,356.69,349.73,346.55,346.33,343.71,343.22,338.62,334.94,334.21,321.66,316.48,321.77,320.15,330.37,325.94,324.69,296.74,L7
2000-05-03 21:45:55+00:00,,368.88,369.11,365.86,363.21,362.34,355.99,353.23,350.77,348.73,344.28,342.24,343.19,342.35,336.43,332.90,326.15,315.03,311.87,318.77,317.75,327.57,320.37,320.04,265.31,L7
2000-05-26 21:51:48+00:00,,381.34,380.06,375.79,372.03,371.06,367.07,363.59,359.76,357.98,354.49,350.31,350.23,346.65,344.89,340.81,335.76,327.14,321.11,326.17,325.87,329.92,324.61,290.17,,L7
2000-07-13 21:51:19+00:00,382.70,380.96,369.76,370.34,368.21,362.26,352.02,351.10,349.30,345.55,346.09,349.29,345.89,348.26,336.49,322.03,314.23,307.22,,302.47,,305.50,305.03,,,L7
2000-08-07 21:44:45+00:00,386.71,378.96,378.70,373.43,372.05,366.10,364.65,362.04,355.49,353.47,349.80,348.23,347.88,346.71,343.39,341.05,335.51,327.14,323.37,323.94,326.76,331.30,326.15,326.80,255.36,L7
2000-08-14 21:50:56+00:00,390.37,380.63,380.02,375.45,372.58,369.42,370.03,362.33,361.21,354.67,350.33,349.53,346.27,346.20,343.10,340.99,332.07,325.52,321.21,323.99,325.83,333.80,321.30,327.36,,L7
2000-09-15 21:50:25+00:00,386.61,373.59,371.04,368.39,364.27,365.22,360.27,356.67,353.08,351.67,347.49,343.68,343.22,346.85,341.54,340.85,337.53,324.83,322.44,328.76,326.14,336.55,334.74,342.47,,L7
2000-11-02 21:50:13+00:00,369.92,366.34,358.78,358.98,347.84,,,,,,,,,,,,,,,322.75,336.82,,,,,L7
2000-12-04 21:50:10+00:00,374.92,366.96,366.82,367.13,364.61,363.52,359.86,358.29,355.92,350.42,348.03,347.74,342.13,342.36,342.18,339.63,337.80,328.64,322.77,322.64,322.77,336.34,329.78,340.12,344.30,L7
2000-12-20 21:50:16+00:00,376.88,368.67,362.60,361.91,361.02,357.98,360.24,350.35,345.93,338.31,337.75,336.90,331.25,332.88,329.85,330.61,325.15,312.66,311.56,319.00,313.74,331.73,327.64,336.31,306.64,L7
2001-01-05 21:50:16+00:00,376.18,368.09,367.09,366.94,368.05,361.99,361.85,358.71,351.49,350.93,347.41,349.71,347.25,340.37,341.56,338.33,332.56,327.41,323.51,326.85,328.16,328.49,325.71,339.16,345.12,L7
2001-03-03 21:44:00+00:00,377.11,370.24,362.82,362.67,359.73,360.77,356.17,347.04,341.23,344.91,338.42,341.39,338.20,338.75,338.60,339.51,336.31,324.48,321.46,324.75,326.75,337.51,329.57,338.63,312.52,L7
2001-03-10 21:50:10+00:00,387.62,376.58,372.58,370.07,367.03,367.49,365.61,361.49,357.55,352.89,348.51,351.18,347.24,351.13,344.62,344.79,340.88,327.73,325.86,331.21,330.39,341.34,334.68,342.94,324.91,L7
2001-04-04 21:43:43+00:00,382.50,376.71,371.04,370.06,366.02,360.80,358.96,358.20,355.33,347.48,343.63,342.68,343.73,344.22,342.45,337.98,336.40,329.09,327.99,329.55,333.20,342.92,345.33,338.86,315.25,L7
2001-04-20 21:43:46+00:00,376.21,370.85,366.69,361.60,358.99,357.98,353.54,351.25,347.57,340.77,337.50,336.75,337.75,336.80,337.22,332.76,326.72,319.07,312.26,318.07,320.00,329.78,327.35,332.22,302.29,L7
2001-07-25 21:42:54+00:00,392.29,376.84,375.36,373.76,369.72,366.12,360.58,358.92,355.58,353.99,350.23,347.25,344.76,347.84,345.88,345.78,339.96,326.39,318.70,321.55,,325.48,331.28,326.61,,L7
2001-08-10 21:42:36+00:00,385.36,375.27,371.63,366.85,366.15,363.27,357.69,,,,,,,339.83,340.02,336.95,335.00,317.35,309.84,320.65,,324.54,326.46,324.06,,L7
2001-08-26 21:42:25+00:00,384.62,371.46,367.43,366.55,363.36,357.21,355.98,352.22,348.48,349.47,342.11,343.75,344.93,340.40,341.11,340.00,337.18,325.17,322.10,321.58,325.09,332.71,330.70,337.72,303.03,L7
2001-09-18 21:48:17+00:00,382.26,373.30,368.52,364.92,362.13,362.05,355.45,354.25,349.81,346.43,341.65,346.60,343.66,343.70,340.21,338.08,333.66,324.97,321.34,322.95,321.55,329.31,331.79,340.77,317.14,L7
2001-09-27 21:42:05+00:00,381.19,373.00,367.08,366.64,363.51,360.96,360.16,354.94,348.40,346.47,342.19,343.47,342.57,339.47,340.17,338.07,335.32,324.93,321.39,326.13,327.56,337.24,335.28,340.78,347.72,L7
2001-10-04 21:48:06+00:00,378.04,370.55,365.25,362.05,360.33,362.05,358.38,355.23,348.57,347.52,342.06,344.10,339.97,342.74,343.10,341.03,333.75,322.63,316.54,322.37,323.53,333.10,331.52,340.64,312.52,L7
2001-10-13 21:41:51+00:00,383.36,376.51,368.73,366.35,363.82,358.36,356.72,353.75,352.42,347.58,343.38,340.94,342.36,341.27,340.46,337.15,335.78,327.91,318.47,325.61,325.93,338.03,334.85,343.07,348.33,L7
2001-10-20 21:48:09+00:00,381.94,374.86,371.54,367.69,362.29,364.13,356.19,356.22,351.16,347.41,346.34,344.16,341.49,342.64,338.48,335.82,332.51,323.15,323.88,329.43,324.63,343.56,338.76,350.04,347.60,L7
2001-10-29 21:41:57+00:00,382.60,375.36,369.89,364.56,364.63,359.91,354.79,355.51,346.80,345.87,341.53,344.04,344.49,342.68,341.02,339.35,335.01,328.44,322.38,326.15,332.70,340.12,344.18,345.51,355.48,L7
2002-02-02 21:42:30+00:00,378.74,370.88,369.22,365.31,362.85,362.00,354.60,349.94,349.30,346.06,343.79,344.10,340.89,340.66,341.99,340.55,335.40,328.48,321.27,327.36,324.03,339.67,337.99,348.36,374.41,L7
2002-02-09 21:48:45+00:00,366.31,366.45,,,,,350.34,349.01,344.81,344.69,337.27,338.38,336.17,331.78,336.44,336.32,333.57,,,,,339.19,337.36,345.38,369.63,L7
2002-02-18 21:42:30+00:00,375.35,370.82,369.39,365.14,362.64,360.96,353.27,352.34,345.55,348.45,341.45,342.67,339.68,339.54,340.94,338.67,337.67,328.98,326.44,327.47,332.60,342.85,342.21,347.49,374.75,L7
2002-02-25 21:48:47+00:00,373.41,370.01,368.50,366.69,362.29,360.22,354.61,349.63,346.28,345.75,340.49,342.92,340.25,338.84,340.02,341.96,339.13,330.41,323.38,328.70,330.48,341.35,341.13,345.75,370.19,L7
2002-03-22 21:42:28+00:00,375.26,371.44,369.25,367.19,363.86,361.12,358.05,352.59,350.22,349.02,345.60,346.03,342.86,342.70,342.25,345.60,343.18,335.55,331.55,333.45,332.07,341.27,340.99,344.46,361.24,L7
2002-04-07 21:42:28+00:00,382.12,368.47,363.98,361.56,358.70,356.56,352.96,349.73,345.98,345.36,339.72,341.67,338.66,335.94,338.62,337.10,334.66,329.22,318.12,322.56,324.57,336.67,330.12,344.23,289.85,L7
2002-04-14 21:48:38+00:00,374.46,371.76,367.24,363.67,362.63,362.40,356.56,353.25,350.10,345.54,343.78,345.28,342.00,344.64,343.88,343.13,341.41,328.36,324.97,327.95,333.40,342.43,338.28,349.95,326.23,L7
2002-05-16 21:48:34+00:00,,379.92,376.16,376.44,373.07,369.31,365.37,362.22,361.69,355.45,356.14,353.98,352.12,351.70,348.76,348.20,344.66,337.46,330.98,335.60,335.69,348.86,343.23,346.84,,L7
2002-06-01 21:48:28+00:00,381.55,371.70,369.14,368.34,365.16,363.24,356.24,354.66,353.03,350.42,348.79,347.47,346.46,345.21,344.59,345.83,344.14,338.61,335.26,338.74,,342.15,336.43,,,L7
2002-08-20 21:47:58+00:00,380.43,367.07,362.52,367.94,367.55,362.77,359.80,355.79,351.54,352.16,347.84,349.63,345.36,345.21,346.19,348.34,346.09,338.54,338.05,340.95,343.14,352.12,352.78,341.40,293.02,L7
2002-08-29 21:41:39+00:00,381.30,370.32,364.24,367.56,365.34,363.93,361.69,357.67,357.58,351.99,348.29,346.41,344.94,348.09,349.06,349.10,349.38,342.02,340.64,340.87,340.00,350.08,358.89,347.25,317.91,L7
2002-10-23 21:47:39+00:00,373.80,361.96,357.47,361.04,356.29,356.11,354.39,353.67,344.57,345.68,343.02,345.57,346.06,345.90,348.00,345.08,344.44,338.39,331.83,336.29,337.30,351.14,355.56,353.00,366.16,L7
2002-11-08 21:47:44+00:00,369.45,361.77,356.68,359.66,355.91,352.77,352.75,352.54,344.57,345.55,343.93,344.39,343.75,345.34,346.27,346.73,344.92,334.23,330.96,334.66,338.40,352.16,356.81,353.70,363.43,L7
2003-01-11 21:48:14+00:00,360.57,356.74,357.15,351.44,353.08,353.29,352.55,351.93,333.31,335.82,332.18,330.85,334.67,337.39,339.03,343.87,342.48,340.67,335.90,337.10,336.81,351.54,350.90,346.61,345.24,L7
2003-02-21 21:42:20+00:00,373.29,367.20,360.69,359.71,358.07,361.43,356.30,350.42,346.62,346.76,344.58,346.21,345.30,350.45,345.76,350.01,348.31,341.71,338.28,341.30,341.19,354.52,353.42,350.45,338.40,L7
2003-03-16 21:48:34+00:00,378.23,372.05,365.10,363.18,358.40,354.62,355.61,352.24,343.09,346.49,342.35,344.10,349.43,346.36,353.42,360.04,359.14,348.47,340.92,341.72,344.04,355.84,357.51,349.08,347.09,L7
2003-04-10 21:42:26+00:00,401.42,401.42,387.14,379.11,377.71,367.96,370.28,372.47,369.96,359.45,359.24,361.42,365.32,371.37,369.30,371.96,370.60,361.00,350.80,355.61,356.55,369.48,361.99,360.27,354.76,L7
2003-04-26 21:42:25+00:00,384.76,376.36,369.43,364.91,359.92,356.69,354.11,354.34,349.91,346.37,342.75,345.61,345.43,345.78,350.95,352.46,351.36,343.77,337.31,336.43,340.52,347.95,350.71,338.68,288.12,L7
2003-05-03 21:48:37+00:00,398.80,389.79,380.29,379.58,382.80,372.34,375.36,374.69,371.88,366.22,365.26,363.42,366.51,358.84,373.69,378.99,369.07,356.65,354.96,351.46,352.92,362.53,359.24,367.11,301.61,L7
2003-05-28 21:42:22+00:00,391.73,385.60,379.96,374.30,372.70,367.08,364.90,363.49,358.94,357.17,354.65,355.30,358.68,354.97,353.88,359.92,358.83,351.21,344.45,348.13,,357.35,353.45,,,L7
2003-07-23 21:30:14+00:00,384.64,375.77,375.33,378.31,375.12,368.43,363.71,361.54,361.99,362.88,361.65,358.01,355.71,357.37,355.51,361.59,362.54,354.47,351.48,,,346.72,349.23,329.64,,L5
2003-08-15 21:36:48+00:00,380.79,372.13,365.07,352.47,,,,321.06,321.32,321.51,321.84,333.23,341.20,343.16,342.34,328.86,319.21,312.11,308.77,314.18,,319.00,,,,L5
2003-08-24 21:30:48+00:00,,,,365.63,360.91,362.42,360.39,356.71,354.13,351.92,341.67,343.76,343.53,342.02,343.28,347.21,349.77,338.56,338.40,342.18,,352.59,346.73,346.12,300.17,L5
2003-11-04 21:42:03+00:00,380.02,368.56,,,,,,357.76,357.04,355.41,356.19,356.09,354.61,352.78,354.68,358.99,358.90,347.99,343.39,,,,356.60,345.93,349.86,L7
2003-11-19 21:38:14+00:00,366.80,367.98,363.92,368.04,368.16,364.38,361.61,359.88,358.07,362.51,344.62,346.04,346.41,348.22,350.92,352.66,349.70,346.55,352.17,357.18,355.80,366.03,370.26,361.34,346.42,L5
2003-11-20 21:42:19+00:00,374.47,366.45,357.04,361.06,356.80,,,,,,350.59,351.26,352.43,351.49,351.79,353.30,354.06,347.30,342.99,345.13,,,,,351.06,L7
2003-11-28 21:32:10+00:00,356.66,357.34,337.22,342.68,343.68,346.77,343.42,346.23,341.83,339.09,335.64,345.09,343.76,340.49,340.41,341.98,346.22,341.97,336.31,338.07,344.12,358.24,355.98,347.71,356.48,L5
2003-12-30 21:32:24+00:00,367.35,361.43,357.86,356.19,355.38,355.88,355.45,343.60,341.81,339.92,338.84,344.51,339.82,343.12,345.02,351.64,350.15,346.91,342.66,347.04,346.26,358.52,354.80,347.07,351.73,L5
2004-01-22 21:38:40+00:00,349.11,344.47,334.78,333.58,328.40,332.51,323.59,326.14,317.18,327.82,324.07,330.97,332.62,337.63,342.40,346.04,348.38,341.64,337.48,340.73,344.70,343.14,337.23,333.25,339.39,L5
2004-01-23 21:42:42+00:00,364.65,359.84,352.78,353.25,351.93,348.24,345.95,345.41,,,,,,351.61,346.70,354.22,353.66,344.95,340.17,342.45,343.18,351.33,360.88,,,L7
2004-02-24 21:42:45+00:00,,,,,,,353.13,348.86,345.55,348.52,343.93,345.37,345.54,352.53,351.05,354.61,359.48,,,,,357.78,361.62,358.00,331.40,L7
2004-03-11 21:42:54+00:00,386.07,,,,,,358.01,355.56,349.48,349.31,332.11,331.33,338.79,346.16,347.77,352.43,348.05,,,,,,364.56,357.60,346.33,L7
2004-03-18 21:49:07+00:00,370.43,361.12,356.56,,,,,,,,342.55,343.41,344.23,343.47,343.46,345.74,347.72,340.12,334.68,,,,,,345.02,L7
2004-03-27 21:42:57+00:00,,,356.17,361.53,362.28,359.79,356.66,352.69,349.65,350.79,353.55,353.22,354.58,,,,,,346.67,347.97,343.51,354.51,358.73,352.91,318.36,L7
2004-04-03 21:49:06+00:00,,,359.22,359.49,359.09,358.81,356.53,351.95,351.63,351.42,348.94,352.63,,,,,,,340.49,343.08,340.24,349.26,356.85,357.40,324.97,L7
2004-04-04 21:33:01+00:00,371.81,361.27,357.25,353.83,353.49,357.19,351.17,349.24,341.53,344.98,345.07,351.99,354.29,353.22,354.60,352.91,355.45,347.34,350.56,345.25,347.98,356.19,358.05,370.73,343.15,L5
2004-04-12 21:42:51+00:00,365.83,356.70,345.06,340.26,340.65,348.24,343.58,,,,,,338.64,340.61,339.18,,,,333.72,343.33,,,,,,L7
2004-05-21 21:49:02+00:00,390.64,376.45,365.64,365.96,,,,,,,,349.37,351.24,352.04,350.68,350.82,352.89,341.55,338.73,340.18,,,,,,L7
