dates,nzd0487-0000,nzd0487-0001,nzd0487-0002,satname
1999-08-26 22:07:32+00:00,309.31,323.81,328.37,L7
1999-11-30 22:07:23+00:00,322.31,322.87,329.60,L7
1999-12-16 22:07:33+00:00,327.78,325.01,331.22,L7
2000-03-21 22:07:12+00:00,329.15,328.86,333.23,L7
2000-05-08 22:06:44+00:00,328.07,329.35,335.33,L7
2000-06-25 22:06:19+00:00,322.64,335.52,340.41,L7
2000-07-11 22:06:05+00:00,321.26,331.57,336.81,L7
2000-07-27 22:05:48+00:00,324.09,333.70,339.17,L7
2000-08-12 22:05:41+00:00,323.27,333.54,338.64,L7
2000-11-16 22:04:56+00:00,325.52,331.50,336.38,L7
2000-12-18 22:05:01+00:00,329.37,331.73,335.32,L7
2001-01-03 22:05:00+00:00,330.87,330.19,333.00,L7
2001-01-19 22:04:43+00:00,332.47,331.70,333.61,L7
2001-02-20 22:05:00+00:00,330.19,327.08,328.35,L7
2001-03-08 22:04:56+00:00,328.98,329.05,330.67,L7
2001-07-14 22:03:57+00:00,320.75,327.05,331.33,L7
2001-08-15 22:03:26+00:00,322.17,328.15,333.45,L7
2001-11-03 22:02:58+00:00,326.42,329.21,333.62,L7
2002-03-11 22:03:31+00:00,327.51,335.97,337.23,L7
2002-04-12 22:03:25+00:00,325.02,335.81,338.41,L7
2002-05-14 22:02:55+00:00,323.42,337.63,340.32,L7
2002-05-30 22:03:13+00:00,323.05,335.67,338.69,L7
2002-06-15 22:03:07+00:00,321.03,333.62,336.63,L7
2002-08-18 22:02:45+00:00,320.62,331.52,334.94,L7
2002-10-05 22:01:55+00:00,317.64,328.96,332.31,L7
2002-11-22 22:02:21+00:00,318.80,326.74,332.04,L7
2002-12-08 22:02:51+00:00,320.65,323.46,330.45,L7
2002-12-24 22:02:33+00:00,325.76,326.56,332.96,L7
2003-08-13 21:51:08+00:00,315.85,335.09,344.26,L5
2003-09-30 21:52:18+00:00,321.04,327.20,330.40,L5
2003-10-16 21:52:31+00:00,328.30,331.81,333.79,L5
2003-11-17 21:52:57+00:00,333.05,329.43,330.62,L5
2004-01-04 21:52:58+00:00,328.95,326.86,328.32,L5
2004-01-12 22:03:07+00:00,330.30,328.21,330.06,L7
2004-02-29 22:03:45+00:00,332.67,326.68,327.26,L7
2004-05-03 22:03:47+00:00,329.44,327.46,329.55,L7
2004-06-12 21:55:59+00:00,322.63,330.77,335.63,L5
2004-06-28 21:56:28+00:00,322.63,330.77,333.28,L5
2004-07-06 22:03:12+00:00,323.90,334.27,336.19,L7
2004-07-30 21:57:15+00:00,318.09,333.13,336.71,L5
2004-08-15 21:57:37+00:00,316.81,331.90,335.26,L5
2004-09-08 22:03:17+00:00,318.56,334.66,336.41,L7
2004-09-24 22:03:12+00:00,322.16,334.66,336.41,L7
2004-10-10 22:03:07+00:00,324.31,335.33,337.27,L7
2004-10-18 21:59:11+00:00,326.83,336.67,338.52,L5
2004-11-03 21:59:30+00:00,329.99,337.28,339.38,L5
2004-12-29 22:03:32+00:00,331.86,337.24,341.47,L7
2005-03-03 22:03:53+00:00,342.58,342.98,346.53,L7
2005-04-12 22:01:42+00:00,337.75,340.10,346.91,L5
2005-04-20 22:04:08+00:00,332.30,335.66,344.14,L7
2005-05-05 22:07:37+00:00,327.63,334.67,343.96,L5
2005-06-07 22:04:06+00:00,324.99,334.94,344.21,L7
2005-06-23 22:04:01+00:00,321.06,335.12,343.88,L7
2005-07-09 22:04:02+00:00,319.79,336.18,344.21,L7
2005-08-26 22:03:27+00:00,322.18,335.27,343.38,L7
2005-09-19 22:02:44+00:00,317.11,331.79,339.50,L5
2005-09-27 22:03:16+00:00,319.99,331.79,339.50,L7
2005-10-05 22:02:41+00:00,320.92,332.57,338.84,L5
2005-11-06 22:02:46+00:00,322.69,335.15,340.28,L5
2006-02-26 22:05:22+00:00,326.78,333.28,335.21,L5
2006-03-22 22:04:18+00:00,332.17,335.96,338.55,L7
2006-05-17 22:06:45+00:00,325.96,331.91,336.24,L5
2006-06-02 22:06:36+00:00,323.96,330.49,334.61,L5
2006-06-26 22:04:08+00:00,320.72,332.59,336.37,L7
2006-07-04 22:07:29+00:00,320.95,329.96,334.72,L5
2006-07-12 22:04:01+00:00,317.91,329.69,335.42,L7
2006-07-28 22:04:18+00:00,316.95,329.34,335.42,L7
2006-08-05 22:07:55+00:00,318.73,331.68,338.65,L5
2006-08-29 22:04:14+00:00,319.59,332.10,339.05,L7
2006-09-14 22:03:45+00:00,322.43,333.42,340.43,L7
2006-10-08 22:08:40+00:00,320.16,333.75,340.19,L5
2006-10-24 22:08:50+00:00,320.15,332.72,338.19,L5
2006-12-11 22:08:52+00:00,322.30,333.90,339.18,L5
2007-02-13 22:09:34+00:00,329.64,334.51,334.80,L5
2007-03-09 22:05:07+00:00,328.50,335.19,335.62,L7
2007-05-12 22:04:59+00:00,332.32,336.99,337.11,L7
2007-06-13 22:04:52+00:00,322.53,333.90,332.01,L7
2007-07-15 22:04:48+00:00,317.06,333.29,332.90,L7
2007-09-01 22:04:31+00:00,314.43,334.55,334.64,L7
2007-09-09 22:07:45+00:00,315.32,332.00,330.85,L5
2007-09-16 22:13:28+00:00,321.30,335.73,334.92,L5
2007-11-04 22:04:37+00:00,324.35,335.72,335.14,L7
2007-11-20 22:04:46+00:00,325.67,335.73,335.73,L7
2007-12-06 22:04:52+00:00,327.44,335.55,336.23,L7
2008-01-07 22:04:58+00:00,332.01,338.56,340.01,L7
2008-02-16 22:05:09+00:00,337.63,338.77,339.63,L5
2008-03-11 22:04:44+00:00,337.21,338.69,341.23,L7
2008-03-27 22:04:45+00:00,335.41,335.93,338.68,L7
2008-04-12 22:04:44+00:00,335.16,335.08,337.80,L7
2008-05-14 22:04:36+00:00,333.59,334.54,337.55,L7
2008-07-17 22:03:58+00:00,327.87,331.48,333.08,L7
2008-08-02 22:03:50+00:00,326.17,331.28,333.13,L7
2008-08-09 22:09:35+00:00,327.25,331.56,333.13,L7
2008-08-18 22:03:44+00:00,324.04,330.98,332.56,L7
2008-11-14 21:57:52+00:00,322.53,334.04,333.94,L5
2008-11-22 22:03:51+00:00,326.80,335.99,337.38,L7
2009-01-01 21:59:19+00:00,328.86,336.83,338.78,L5
2009-01-17 21:59:20+00:00,332.48,336.57,340.36,L5
2009-01-25 22:04:21+00:00,331.97,336.54,340.71,L7
2009-03-14 22:04:45+00:00,338.09,340.39,345.20,L7
2009-03-30 22:04:52+00:00,338.09,340.39,344.67,L7
2009-05-01 22:05:01+00:00,338.10,340.48,345.05,L7
2009-06-18 22:05:01+00:00,334.41,337.89,343.63,L7
2009-08-05 22:04:48+00:00,329.37,341.00,344.72,L7
2009-10-24 22:04:54+00:00,332.62,341.30,345.06,L7
2009-11-25 22:05:21+00:00,333.16,336.18,338.53,L7
2009-12-03 22:04:43+00:00,332.26,336.18,338.53,L5
2010-01-28 22:06:19+00:00,332.80,337.56,340.60,L7
2010-02-05 22:05:29+00:00,337.38,335.88,340.85,L5
2010-03-01 22:06:39+00:00,336.93,338.35,341.78,L7
2010-05-04 22:06:46+00:00,333.31,335.51,338.27,L7
2010-07-23 22:06:50+00:00,328.83,336.95,337.80,L7
2010-09-09 22:06:53+00:00,320.01,328.16,327.62,L7
2010-09-25 22:06:53+00:00,321.22,329.56,327.62,L7
2010-10-11 22:06:57+00:00,323.44,330.71,329.89,L7
2010-12-14 22:07:37+00:00,327.23,332.30,334.31,L7
2011-02-08 22:04:35+00:00,331.75,335.18,342.07,L5
2011-02-16 22:08:03+00:00,331.36,335.12,342.07,L7
2011-03-12 22:04:31+00:00,334.48,336.45,343.53,L5
2011-03-28 22:04:02+00:00,337.04,337.83,344.33,L5
2011-04-05 22:08:14+00:00,332.81,334.69,340.64,L7
2011-04-12 22:14:00+00:00,333.74,334.48,341.88,L7
2011-05-23 22:08:11+00:00,332.92,334.40,341.69,L7
2011-06-08 22:08:12+00:00,332.92,334.40,339.44,L7
2011-07-10 22:08:07+00:00,329.97,333.27,337.87,L7
2011-07-17 22:13:54+00:00,326.81,333.27,337.87,L7
2011-07-26 22:08:05+00:00,326.81,333.27,337.67,L7
2011-08-18 22:13:47+00:00,328.03,331.99,336.04,L7
2011-08-27 22:07:59+00:00,329.24,334.11,336.04,L7
2011-09-19 22:13:39+00:00,327.67,332.61,334.50,L7
2011-09-28 22:07:51+00:00,325.88,331.02,332.13,L7
2011-11-15 22:08:10+00:00,329.68,335.51,333.79,L7
2012-01-02 22:08:37+00:00,328.88,331.01,331.03,L7
2012-04-07 22:08:40+00:00,325.33,327.07,331.09,L7
2012-04-23 22:08:52+00:00,322.97,331.40,331.09,L7
2012-08-29 22:09:52+00:00,320.39,339.46,345.15,L7
2012-11-17 22:10:34+00:00,326.72,335.01,336.11,L7
2012-12-19 22:10:43+00:00,333.93,337.14,338.61,L7
2013-01-04 22:10:46+00:00,334.61,335.44,338.32,L7
2013-02-21 22:10:46+00:00,333.19,333.20,336.48,L7
2013-04-01 22:16:26+00:00,332.76,330.36,338.18,L7
2013-05-03 22:16:17+00:00,332.76,329.87,337.55,L7
2013-06-13 22:10:16+00:00,331.92,330.40,339.38,L7
2013-06-28 22:22:20+00:00,326.09,328.08,337.68,L8
2013-07-06 22:15:50+00:00,322.93,327.52,337.72,L7
2013-07-07 22:16:35+00:00,322.15,328.76,338.95,L8
2013-07-14 22:22:22+00:00,322.59,327.87,337.21,L8
2013-07-23 22:16:10+00:00,320.29,328.91,337.98,L8
2013-07-30 22:22:23+00:00,322.91,329.44,337.00,L8
2013-09-01 22:10:06+00:00,323.71,330.87,338.02,L7
2013-09-16 22:22:21+00:00,321.31,330.87,335.23,L8
2013-09-17 22:10:16+00:00,322.37,331.57,335.51,L7
2013-09-25 22:16:28+00:00,323.21,331.34,335.44,L8
2013-10-02 22:22:16+00:00,323.83,331.74,334.23,L8
2013-10-11 22:16:05+00:00,325.55,331.99,334.60,L8
2013-10-27 22:16:19+00:00,326.40,332.25,335.12,L8
2013-11-03 22:22:08+00:00,325.71,332.61,335.17,L8
2013-11-04 22:10:43+00:00,325.97,333.43,335.70,L7
2013-11-19 22:22:01+00:00,325.74,333.69,335.83,L8
2013-12-21 22:21:51+00:00,325.96,333.61,335.46,L8
2013-12-30 22:16:01+00:00,326.68,334.15,336.68,L8
2014-02-07 22:21:21+00:00,327.41,333.22,335.06,L8
2014-02-23 22:21:08+00:00,328.14,333.22,334.69,L8
2014-03-11 22:20:55+00:00,328.21,333.88,335.86,L8
2014-03-20 22:14:37+00:00,330.04,334.45,339.67,L8
2014-04-13 22:11:39+00:00,327.90,334.73,340.13,L7
2014-04-29 22:11:49+00:00,324.34,333.68,338.40,L7
2014-05-15 22:11:56+00:00,323.75,333.42,339.40,L7
2014-05-23 22:13:42+00:00,324.29,332.28,339.37,L8
2014-08-03 22:12:15+00:00,324.40,332.34,338.48,L7
2014-08-11 22:14:39+00:00,323.97,335.30,342.08,L8
2014-08-19 22:12:14+00:00,323.97,336.09,340.95,L7
2014-08-27 22:14:41+00:00,323.55,337.39,343.76,L8
2014-09-11 22:18:00+00:00,322.14,337.35,343.84,L7
2014-09-19 22:20:30+00:00,322.57,335.80,341.12,L8
2014-09-28 22:14:20+00:00,323.90,335.94,341.07,L8
2014-10-06 22:12:32+00:00,325.20,336.65,341.92,L7
2014-10-22 22:12:41+00:00,325.39,336.49,341.92,L7
