dates,nzd0054-0000,nzd0054-0001,nzd0054-0002,nzd0054-0003,nzd0054-0004,nzd0054-0005,nzd0054-0006,nzd0054-0007,nzd0054-0008,nzd0054-0009,nzd0054-0010,nzd0054-0011,nzd0054-0012,nzd0054-0013,nzd0054-0014,nzd0054-0015,nzd0054-0016,nzd0054-0017,nzd0054-0018,nzd0054-0019,nzd0054-0020,nzd0054-0021,nzd0054-0022,nzd0054-0023,nzd0054-0024,nzd0054-0025,nzd0054-0026,nzd0054-0027,nzd0054-0028,nzd0054-0029,nzd0054-0030,nzd0054-0031,nzd0054-0032,nzd0054-0033,nzd0054-0034,nzd0054-0035,nzd0054-0036,nzd0054-0037,nzd0054-0038,nzd0054-0039,nzd0054-0040,nzd0054-0041,nzd0054-0042,nzd0054-0043,nzd0054-0044,nzd0054-0045,nzd0054-0046,nzd0054-0047,nzd0054-0048,nzd0054-0049,nzd0054-0050,nzd0054-0051,nzd0054-0052,nzd0054-0053,nzd0054-0054,nzd0054-0055,nzd0054-0056,nzd0054-0057,nzd0054-0058,nzd0054-0059,nzd0054-0060,nzd0054-0061,nzd0054-0062,nzd0054-0063,nzd0054-0064,nzd0054-0065,nzd0054-0066,nzd0054-0067,nzd0054-0068,nzd0054-0069,nzd0054-0070,nzd0054-0071,nzd0054-0072,nzd0054-0073,nzd0054-0074,nzd0054-0075,nzd0054-0076,nzd0054-0077,nzd0054-0078,nzd0054-0079,nzd0054-0080,nzd0054-0081,nzd0054-0082,nzd0054-0083,nzd0054-0084,nzd0054-0085,nzd0054-0086,nzd0054-0087,nzd0054-0088,nzd0054-0089,nzd0054-0090,nzd0054-0091,nzd0054-0092,nzd0054-0093,nzd0054-0094
1999-10-04 22:10:38+00:00,,177.061887805266,,179.83537214774074,180.1359936957354,,181.6264281391612,,186.571845691016,190.7815968019085,,183.047298384466,,181.09285199073472,189.16291241161565,,188.47672075155077,,180.4663528150555,184.29244401027606,180.96637423952643,177.17469837531445,,180.23861036280792,,179.68437689368423,186.61765785849684,177.5964586358595,181.9657193920774,,184.2393882200561,,188.3179745957863,,191.46268178986165,188.14801934676325,,183.3142878361161,,194.0475970440549,,204.51383469298253,201.29034188781063,,208.30937134326487,,204.47879180953555,205.26988164493903,,193.60295684381174,,194.88555808176272,,196.22929652084557,192.6132674659989,,192.78525524571396,,198.56695746600397,199.35127318615034,,197.22155280618315,,192.19484548294423,189.92502393851876,183.9956263817601,184.60913872330428,,176.0038163488648,196.85527659768883,181.0844846455883,175.48792622442463,174.60623287774,161.699819162146,169.19719489921926,153.91334482642503,156.96710147806994,,,179.73315519358624,186.8471379306007,182.58732960974467,183.37855267250524,182.28480255823047,170.94870661171856,172.79415604469736,184.9559867140251,180.21326719347766,184.3785445039372,183.51892384389564,178.4667780284805,182.14319460321505,190.75754151264374,186.9920100624811,183.33676307700097
2000-02-09 22:10:19+00:00,,,,,,,205.5691656204383,,202.67808824352252,199.4830346731592,,203.08429287640303,,203.48365009805696,203.3398021560517,,206.9524217368215,,206.297286051475,199.8003005348159,196.52906343610192,198.3259350893556,,201.51956737603743,,203.82304888527275,200.01060631512902,207.06442529026447,207.23500163579803,,205.60216156286864,,205.95051437870015,,215.8427754719812,220.05048007922247,,221.99286557797942,,218.84598475969236,,218.11093093808907,222.39346025974805,,220.33110745115096,,224.13444167174237,223.5823311914823,,222.7038841089309,,221.47408038781705,,214.9545150262835,217.6129337546974,,211.8142300619904,,207.17544047825433,209.37105555594317,,213.993459826996,,207.1735073532869,209.347462040449,209.52775943646446,202.24588043898467,,208.4098004198181,195.00332470019848,204.5767281978726,194.6743282798541,190.84152860512665,204.3076771866388,195.8019279805739,198.22039556247785,197.9337459145292,190.87161817876625,,197.2332775031836,202.45215121339976,204.18218746979707,199.94895517792963,202.8360945231852,211.9747197851192,205.72745824547889,205.03554020526673,206.7095346242323,207.09053802045,204.0818670383691,204.4065169009101,198.66533423636352,197.13727094566016,201.55132113043163,201.4833696963693
2000-04-29 22:09:53+00:00,,202.2556869625459,,196.9582325132358,197.7672489937812,,197.10495847188918,,198.43924725415857,202.2423326489497,,207.23268601561952,,202.11824439274469,209.02668475390706,,209.02639253110516,,201.65864702092315,203.11278952075463,202.4780418610949,199.8964798993392,,193.5902260501846,,193.88959162990122,196.41193942594722,199.72682383847803,201.85871441848693,,204.60562766696697,,208.51741014980533,,216.0697410521888,213.02574166298677,,210.3350062126929,,216.51920175988013,,220.77159747791475,222.9201673804011,,226.55268588899253,,231.20659135351025,229.87314170174557,,218.2437059764636,,215.53360327606475,,222.08695048978703,214.94355027857023,,207.64908504343717,,206.68623064243417,210.66109815110408,,207.76170028744312,,206.5982183912224,203.91334685861713,198.99622788649788,202.50498691935428,,195.16853130691146,204.5072803403251,197.91734342418442,195.74374365498176,194.8909167695191,188.2533466159232,202.44750317409665,198.1323956710364,193.3523237285094,200.8802080929252,,194.83134938853647,195.66354051958484,195.3404931079047,200.92561730141355,210.1352008156076,204.98950747482368,201.5583257151513,206.00711366769627,202.4700792466049,206.77716164322243,208.09131313019728,201.5755939005846,197.90604459196277,201.1715879219128,195.10368577691222,190.5663443515409
2000-05-15 22:09:42+00:00,,196.329471706119,,195.75067335642214,192.2484156434582,,196.7662036073033,,198.04947517720788,199.35309363051076,,199.91186390341292,,200.5696054588772,198.54031663402878,,200.9814432966164,,197.2840851335052,192.55540621397193,191.53961164599195,192.25781588013228,,194.05924216052352,,190.32705331529075,186.93721020050324,191.10144029165167,190.04485452582077,,198.31091548915717,,204.08067090033384,,205.83380976414944,208.47264448885218,,208.60878346711425,,208.528114386014,,208.34511646130636,213.14251101496023,,221.20071264735742,,228.5145100083755,232.76891688266252,,223.44735730743875,,212.41442194372013,,212.30869698958946,208.98066650239167,,199.58761134545432,,200.52515011497798,197.65753545369714,,205.44310317695664,,194.72470405228492,195.8046938015306,197.82710077225906,192.050891243212,,195.49695484212106,185.27517291533044,196.40364844836998,191.10429617959,190.5625968227963,194.92425658676532,188.22807974991932,194.3366058699368,193.79140210899823,189.99562262710765,,187.24346851015818,191.4045677113295,193.99417593307922,196.24728167304144,194.8191751444886,201.51057007198725,194.42351041262899,192.47795256495777,195.07496777206185,195.27437840108777,193.7797992830548,195.0687885662819,193.34859245395805,186.7422694493633,185.2049631813353,184.2773138269407
2000-09-04 22:08:22+00:00,,190.55109603904066,,194.12028565330397,201.0286670821239,,187.85729101808215,,191.4816868292365,192.57126292775376,,194.7412156030254,,204.5832217122235,205.8883254762154,,199.1368396227387,,196.73429910626695,195.49005536996344,196.96623561382916,193.44521736344691,,194.06663330004287,,193.71412080173562,197.56139949168133,191.4833944377683,193.74680786055455,,196.53887453071397,,199.89501989479075,,195.6903982621893,195.7605649412366,,198.76000500771747,,208.8171049515545,,211.87867537866197,209.32471739511277,,213.41974755381665,,205.32888589280057,207.82133000167485,,207.82918385072034,,208.8010889319353,,206.09354659835446,200.43660195662738,,205.26202509334695,,205.35998884160932,203.60736461398605,,202.67593028679505,,207.29595966839884,196.72111952887502,201.3051128731377,189.3969408189282,,187.253171340558,193.47992236237928,181.3316129599844,184.5455179391422,184.74870370746416,181.2258105649715,200.03216148255137,191.16382377643623,184.9832439084411,192.78175492964795,,196.06754292827117,197.99534637001256,193.03277739103729,196.99921355097783,199.9271707258017,188.27727458955593,186.14578298441518,190.80357876576187,189.19901822999077,193.08906223663575,192.58739227656207,178.9583342073439,182.19092053692935,184.94318362641127,180.14645092232615,182.38567894155906
2000-09-20 22:08:03+00:00,,186.0630713670938,,187.28828576589711,192.15241799230196,,182.59727307331548,,180.80030143333266,189.54649064721357,,196.22828484967548,,194.4346642870437,201.12546509582864,,192.6565843814386,,187.5988834945967,187.03875536614848,188.8569146836909,185.78145600408263,,183.1175659475747,,180.26944273827874,186.24183234902875,189.30169918072514,190.89768755778223,,190.1599987099445,,193.93767826221642,,190.5683854855492,189.5615345698179,,199.27589340248,,202.66948011603642,,202.92483781029281,202.2962368882005,,192.35853702680882,,202.8591290327192,194.53599114953127,,198.28526384160497,,203.28858656472417,,201.35608897507578,194.48950936021802,,209.4416242961647,,208.89843569871954,204.75893328255808,,193.04163666389687,,205.8015483897977,195.35310992102518,187.64331516674653,191.26841828713447,,174.3922315675197,193.0167541206441,177.71838122526384,160.8467109275827,149.34747336820035,148.4915257780348,158.71302639693343,156.6910171232658,153.0406358826654,157.11315168368682,,143.0252800977615,140.34625358399623,130.2152574947786,142.3313314141449,140.53165591849523,134.64388522578486,140.35030619541422,,,,,,,,,
2000-11-07 22:07:53+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001-06-03 22:07:16+00:00,,196.46712154257725,,192.5560633748545,193.5523456530117,,195.6163481615079,,190.8906234637482,192.27114974364096,,194.5443867576772,,199.03872543669,194.6382975108344,,204.25933661861524,,206.0663326393476,201.54101661736206,191.8327288649744,189.61394672180808,,191.23629426871096,,189.90076115654168,188.73945560721822,194.89777691563037,201.92473880413783,,202.71562490479525,,200.0589548841078,,203.15284395248057,206.4653154320632,,204.97911830604048,,209.61228473949095,,213.07021474808795,214.615896661412,,215.88389085690983,,218.84192200357637,221.50008149665913,,218.14934889036223,,211.61280040732063,,212.05109433901796,214.71162521444353,,205.80948558244162,,207.00450985965387,203.02239550276727,,200.45836556341965,,200.67366876576523,198.4142615377473,199.06549519276177,193.79016735511533,,197.79406388337688,178.94891181890475,190.91843154875,179.72360417392443,180.6463604736555,188.66808181894297,190.13561356857625,191.3880783417976,194.15293683141343,186.88103759652492,,190.30081141093683,194.9368987718676,195.53971039331523,197.1300036489989,194.609495620022,190.6294972953931,189.08933914395308,190.9081926962609,197.31314618423164,188.59097405393442,189.97077267415145,193.4801520753505,193.47387601125413,187.80569649971986,191.06028630669036,187.57867161785813
2001-12-12 22:06:14+00:00,,197.54899527469067,,194.09062926244883,188.66058283949914,,189.68487067975036,,185.61156612023544,180.70727663301105,,194.10145381580534,,190.60712895353038,186.5727292211104,,195.57407291243976,,200.00728493897734,197.0994848961129,196.4060136668361,194.72176050169895,,195.82865702340362,,197.85546385715773,192.67625588943056,194.11154332178415,188.83055235457297,,193.51289545654393,,189.31428543338177,,196.1805950891013,201.5961669668053,,,,,,,,,,,217.5799875508997,,,202.6648368444573,,208.5304911437149,,201.48302680516173,198.6367414385977,,197.83403388587243,,189.547222646919,177.9630654413276,,200.78633228140987,,195.015120807162,192.95248398126145,193.8554257125837,185.99127411692217,,185.51576448275495,173.96551250868316,178.3200762864782,179.4117819888126,169.7625648268293,175.46217870998646,169.71044146575034,174.41408688609613,177.51059192735306,170.8212179780403,,176.50898383892377,181.74141372807577,195.8667434278596,191.43431630479742,194.14654250679968,189.24091891120668,189.7447711386789,185.16517000465353,194.50612983847373,192.90554548328578,187.2381817253268,187.02513298691508,179.817182061949,180.04076579048504,176.49365699482635,179.7578566127356
2002-02-14 22:06:29+00:00,,208.54543000988792,,215.88823529748157,203.78758599292206,,205.65424845377316,,202.64415853564049,197.23194797661336,,210.3305656341593,,200.94660796696206,200.36370908133767,,211.63524312339084,,212.3817965418037,203.73396784862882,198.27675871923572,194.75714442645895,,188.04788908338486,,179.9856534947303,168.5114458249297,188.86813903719644,170.31355627899032,,180.25886128570704,,201.9175854129369,,209.71707129408423,211.82199581164832,,217.0390855436943,,216.909364148891,,221.94315864841732,225.44355677064272,,229.07844448480603,,234.24629541792183,227.9903532780864,,223.00867823023455,,219.88693649740188,,223.33711481179952,217.9171495197696,,213.97758473309707,,213.6624345531086,215.37334477369006,,218.25249078325837,,211.488394492005,206.99795981181344,213.5808038652136,200.5631043327014,,215.40862566964236,190.70548360331014,214.69942074880606,196.72947744310872,187.2924954629238,208.26634617771327,188.81067744967413,191.62804985098032,200.15566229471335,194.80358230685107,,197.9043143702814,200.88536848508568,212.8062149432931,209.11543658353966,200.81622263747806,208.48210392781755,205.1185024420529,196.35486116903564,214.18926950478053,204.31446730177834,204.6555462780615,204.61420188291848,199.19432348410334,195.64306354232656,194.19718615485738,197.4237927802045
