dates,nzd0322-0000,nzd0322-0001,nzd0322-0002,nzd0322-0003,nzd0322-0004,nzd0322-0005,nzd0322-0006,nzd0322-0007,nzd0322-0008,nzd0322-0009,nzd0322-0010,nzd0322-0011,nzd0322-0012,nzd0322-0013,satname
1999-08-17 22:12:02+00:00,369.01,356.53,377.05,370.69,363.13,,373.75,354.07,359.55,360.14,370.99,370.35,370.01,376.93,L7
1999-08-26 22:05:56+00:00,403.59,365.99,353.28,344.84,356.08,355.31,363.22,356.75,357.98,364.70,365.05,376.59,369.20,353.66,L7
1999-09-27 22:06:00+00:00,394.82,353.58,339.08,348.18,359.56,351.05,362.18,358.90,357.55,362.16,367.69,375.71,372.07,366.47,L7
1999-10-13 22:06:00+00:00,389.44,343.38,342.80,338.95,348.39,341.02,351.22,349.35,350.25,359.87,354.78,363.73,358.37,358.52,L7
1999-11-21 22:12:00+00:00,383.66,369.43,363.00,356.53,365.37,366.27,374.43,359.98,366.23,370.77,371.78,381.47,374.17,376.15,L7
1999-12-16 22:05:57+00:00,421.66,354.23,380.45,390.53,386.31,393.05,392.97,360.93,362.87,375.71,397.40,388.08,392.99,382.40,L7
2000-02-18 22:05:41+00:00,,355.85,355.13,358.14,366.76,371.68,369.38,348.98,360.40,369.46,373.16,373.96,371.72,371.11,L7
2000-02-25 22:11:49+00:00,435.24,363.04,,,,,,367.51,380.88,390.17,401.48,395.27,407.78,402.38,L7
2000-03-05 22:05:36+00:00,,,319.34,338.00,,,,334.99,,,,342.49,,322.73,L7
2000-03-21 22:05:37+00:00,395.88,345.36,343.89,337.79,349.80,348.12,354.31,340.31,352.93,357.48,362.79,371.10,367.32,359.36,L7
2000-04-13 22:11:30+00:00,398.85,357.42,352.51,352.37,359.22,356.66,368.70,357.87,358.95,369.42,365.40,370.17,375.41,376.36,L7
2000-05-24 22:04:58+00:00,388.83,345.12,353.61,336.51,350.01,,,,,,,,,,L7
2000-09-13 22:03:38+00:00,,,,311.36,324.31,,329.88,319.60,,,,,,,L7
2000-10-31 22:03:22+00:00,386.03,374.87,345.49,339.41,,,315.52,331.51,,,,,,338.58,L7
2000-11-23 22:09:30+00:00,379.13,350.37,346.71,342.78,350.19,355.25,352.55,355.24,360.10,370.53,370.53,379.13,379.10,376.51,L7
2000-12-02 22:03:21+00:00,403.56,358.13,361.87,362.24,353.22,365.66,366.64,380.79,384.45,378.87,374.78,378.30,375.74,380.86,L7
2000-12-18 22:03:25+00:00,416.24,386.37,388.69,374.71,366.03,350.01,363.04,376.23,370.45,365.90,366.73,362.54,366.69,375.73,L7
2001-01-03 22:03:24+00:00,419.74,346.51,393.42,399.51,393.24,388.71,373.65,394.47,402.01,405.14,382.08,387.41,397.73,391.05,L7
2001-01-10 22:09:39+00:00,361.73,377.17,368.89,359.95,371.16,376.56,393.21,379.49,388.62,387.48,378.42,391.47,385.79,389.95,L7
2001-01-19 22:03:31+00:00,376.17,347.13,358.83,356.48,366.39,364.62,365.57,363.70,367.14,366.46,369.06,375.03,372.32,376.31,L7
2001-01-26 22:09:42+00:00,,,326.33,325.35,,,326.54,348.46,,354.47,343.99,344.02,,,L7
2001-02-20 22:03:24+00:00,380.65,364.60,358.94,355.97,364.54,366.27,374.79,360.32,369.36,373.78,373.97,387.70,394.24,397.34,L7
2001-03-15 22:09:27+00:00,384.03,328.02,356.43,378.54,373.64,378.58,374.83,365.34,370.06,377.63,376.09,377.31,370.59,376.24,L7
2001-03-31 22:09:19+00:00,399.37,380.94,388.04,387.51,372.14,398.25,394.55,367.65,367.95,380.83,388.52,379.28,369.99,390.66,L7
2001-06-19 22:08:41+00:00,414.47,349.55,343.36,343.56,345.78,356.62,349.08,349.36,351.77,361.85,,,331.78,,L7
2001-06-28 22:02:21+00:00,381.08,339.98,355.28,328.11,335.23,336.70,355.28,348.18,,344.57,,341.91,342.61,,L7
2001-07-14 22:02:21+00:00,385.88,330.21,363.54,354.96,359.40,341.11,367.51,356.54,369.16,361.79,,,,385.68,L7
2001-08-15 22:01:50+00:00,403.01,344.06,338.58,341.21,349.28,345.13,351.08,348.96,352.41,355.87,355.14,340.23,349.26,340.60,L7
2001-08-31 22:01:41+00:00,378.41,359.67,337.12,337.85,340.78,348.92,351.28,349.55,349.95,354.13,357.67,356.65,344.73,351.35,L7
2001-09-23 22:07:39+00:00,,,315.13,307.08,,,333.66,342.43,,,,,321.65,347.11,L7
2001-10-02 22:01:16+00:00,397.86,366.88,352.76,343.06,347.64,353.60,356.33,349.39,354.89,358.38,361.53,364.79,356.16,364.10,L7
2001-11-03 22:01:22+00:00,,,319.78,316.00,332.75,,328.49,327.84,326.24,331.14,330.36,334.21,,344.42,L7
2001-12-21 22:01:41+00:00,418.86,382.48,,,,,370.59,346.38,352.00,351.55,350.41,364.75,370.93,382.54,L7
2001-12-28 22:07:49+00:00,373.21,,,,,,,,,,,356.98,356.66,368.64,L7
2002-01-29 22:07:57+00:00,385.19,369.52,358.87,354.18,362.85,362.65,363.08,350.36,356.77,365.26,366.26,365.70,361.97,381.73,L7
2002-02-07 22:01:54+00:00,376.54,353.67,357.34,351.60,363.60,364.48,364.12,345.61,354.94,380.18,378.02,369.00,359.70,371.04,L7
2002-03-02 22:08:08+00:00,375.66,351.41,354.63,352.56,,,358.83,348.82,,,,354.05,348.25,363.69,L7
2002-04-03 22:07:57+00:00,,391.38,,,,,,349.72,340.76,346.78,341.71,,,398.06,L7
2002-06-15 22:01:31+00:00,,,366.35,,,,,,,,,,,,L7
2002-07-08 22:07:36+00:00,398.28,,,335.38,338.71,344.01,327.45,335.97,,341.87,318.97,,320.27,,L7
2002-07-24 22:07:26+00:00,398.66,,,,,,,,,,,,,,L7
