dates,nzd0078-0000,nzd0078-0001,nzd0078-0002,nzd0078-0003,nzd0078-0004,nzd0078-0005,nzd0078-0006,satname
1999-08-26 22:04:44+00:00,338.96,343.83,346.98,337.36,345.94,344.16,339.08,L7
1999-09-27 22:04:48+00:00,342.34,343.84,347.46,335.16,340.86,339.22,342.73,L7
1999-11-14 22:04:42+00:00,335.54,337.71,345.66,336.94,336.85,332.88,337.74,L7
2000-01-01 22:04:37+00:00,334.37,330.98,340.60,329.58,333.60,332.06,326.24,L7
2000-05-24 22:03:46+00:00,335.41,340.18,345.77,340.30,339.64,348.41,341.89,L7
2000-07-11 22:03:17+00:00,330.62,333.33,341.95,332.69,338.01,340.80,329.47,L7
2000-08-12 22:02:54+00:00,331.73,338.09,345.12,334.05,339.05,341.92,326.15,L7
2000-09-13 22:02:26+00:00,330.68,332.64,344.38,336.90,327.85,328.44,331.82,L7
2000-10-15 22:01:56+00:00,338.29,338.50,346.67,336.88,326.97,330.83,335.53,L7
2001-01-03 22:02:12+00:00,336.29,333.40,339.66,334.42,340.39,331.68,331.42,L7
2001-05-11 22:01:45+00:00,354.71,336.30,334.73,331.22,327.59,328.63,326.67,L7
2001-06-12 22:01:24+00:00,332.72,334.77,339.22,334.03,335.91,333.01,333.32,L7
2001-08-15 22:00:38+00:00,332.34,336.50,343.74,338.98,339.17,338.32,329.28,L7
2001-12-05 22:00:18+00:00,320.25,320.53,329.17,330.83,336.34,326.06,340.00,L7
2001-12-21 22:00:29+00:00,323.50,319.01,336.40,331.83,332.05,334.88,333.09,L7
2002-01-06 22:00:31+00:00,341.70,334.78,339.95,334.41,331.30,321.34,322.55,L7
2002-01-22 22:00:40+00:00,341.00,342.10,348.91,346.15,344.40,346.02,336.42,L7
2002-03-27 22:00:37+00:00,332.65,329.75,333.04,329.69,333.45,329.60,328.19,L7
2002-04-28 22:00:38+00:00,325.31,326.43,327.27,324.25,330.75,332.94,345.40,L7
2002-06-15 22:00:19+00:00,334.42,336.53,,338.49,337.78,330.26,336.01,L7
2002-07-01 22:00:15+00:00,344.94,338.13,,340.86,340.92,342.80,332.93,L7
2002-07-17 22:00:08+00:00,346.70,342.41,350.26,342.71,343.86,345.17,338.24,L7
2002-08-18 21:59:57+00:00,331.55,337.57,339.05,343.36,346.11,341.58,335.85,L7
2003-02-10 22:00:29+00:00,349.13,340.92,348.07,345.96,347.94,346.73,336.98,L7
2003-07-28 21:48:28+00:00,331.61,332.63,335.32,331.52,340.95,341.84,346.57,L5
2003-08-05 22:00:11+00:00,339.60,342.35,353.46,343.92,344.22,343.17,339.05,L7
2003-08-29 21:49:02+00:00,345.72,343.89,353.24,347.34,348.17,346.00,345.39,L5
2003-09-14 21:49:18+00:00,352.02,350.15,353.99,346.91,347.10,342.22,345.93,L5
2003-11-09 22:00:18+00:00,339.78,342.61,347.38,337.61,337.99,341.68,338.02,L7
2003-11-25 22:00:29+00:00,327.37,,,326.00,327.16,324.04,338.52,L7
2003-12-19 21:50:27+00:00,332.18,332.65,340.08,338.47,341.92,342.74,337.93,L5
2004-02-21 21:50:47+00:00,342.11,348.36,360.11,358.85,350.21,353.15,348.95,L5
2004-05-03 22:00:59+00:00,,337.06,340.59,331.24,332.80,334.11,321.67,L7
2004-06-12 21:53:11+00:00,357.07,356.62,351.26,352.95,352.42,356.24,359.89,L5
2004-06-20 22:00:50+00:00,346.65,342.92,,347.82,349.48,348.94,346.15,L7
2004-07-06 22:00:48+00:00,340.61,337.97,346.77,339.52,339.92,341.02,353.13,L7
2004-07-30 21:54:28+00:00,349.92,346.61,350.48,345.53,341.88,343.28,338.96,L5
2004-08-07 22:00:37+00:00,341.10,344.84,352.08,347.45,,,,L7
2004-09-16 21:55:41+00:00,358.13,352.27,360.89,345.30,352.95,356.85,357.75,L5
2004-11-11 22:00:45+00:00,,322.06,328.33,322.84,327.80,334.32,326.50,L7
2004-11-19 21:56:55+00:00,353.12,346.29,352.79,345.31,350.07,355.47,362.30,L5
2005-01-14 22:01:13+00:00,342.31,337.35,344.62,338.22,335.40,347.58,343.96,L7
2005-02-15 22:01:25+00:00,,,344.40,335.47,340.15,340.68,336.03,L7
2005-02-23 21:58:31+00:00,347.61,343.29,355.14,343.61,345.88,347.06,347.67,L5
2005-03-03 22:01:30+00:00,345.31,343.91,,,342.16,345.49,345.58,L7
2005-03-11 21:58:44+00:00,340.88,340.52,350.11,346.25,349.59,351.23,351.44,L5
2005-03-19 22:01:30+00:00,335.92,340.79,346.48,343.60,,,,L7
2005-04-12 21:58:55+00:00,333.16,335.20,341.32,343.30,346.04,350.01,352.38,L5
2005-06-07 22:01:19+00:00,336.33,,,338.54,343.75,346.26,335.21,L7
2005-07-09 22:01:14+00:00,339.06,342.78,347.66,342.05,349.65,337.84,339.30,L7
2005-07-17 21:59:35+00:00,356.47,349.83,354.59,349.98,349.03,347.77,368.85,L5
2005-07-25 22:01:13+00:00,345.28,348.17,353.91,349.17,352.13,342.83,350.40,L7
