dates,satname,sar2339-0000,sar2339-0001,sar2339-0002,sar2339-0003
1984-04-13 09:26:43+00:00,L5,236.73,217.67,254.75,250.32
1984-05-06 09:33:03+00:00,L5,228.61,210.01,242.96,249.43
1984-05-31 09:27:59+00:00,L5,,,,
1984-06-07 09:33:54+00:00,L5,224.72,211.51,250.18,237.23
1984-07-18 09:28:46+00:00,L5,234.37,217.05,245.81,249.42
1984-08-03 09:29:20+00:00,L5,221.23,211.09,240.90,242.04
1984-08-26 09:35:45+00:00,L5,212.61,207.85,235.01,234.75
1984-09-04 09:29:37+00:00,L5,235.25,221.60,250.67,250.51
1984-09-11 09:35:50+00:00,L5,236.25,218.86,254.33,254.55
1984-09-20 09:30:04+00:00,L5,235.36,222.20,256.28,251.05
1984-10-13 09:35:49+00:00,L5,223.14,207.34,239.34,226.53
1984-10-22 09:29:36+00:00,L5,239.15,217.33,259.68,259.54
1984-11-07 09:29:29+00:00,L5,236.26,224.95,252.51,251.48
1984-12-09 09:29:34+00:00,L5,237.80,225.91,261.63,258.42
1985-01-17 09:36:05+00:00,L5,233.60,216.63,253.28,250.20
1985-02-02 09:36:09+00:00,L5,234.86,215.35,250.18,255.42
1985-03-15 09:29:58+00:00,L5,232.46,214.34,244.88,230.64
1985-04-16 09:30:15+00:00,L5,207.08,196.88,221.25,207.21
1985-04-23 09:35:59+00:00,L5,228.26,220.93,250.39,249.99
1985-05-02 09:29:43+00:00,L5,222.26,208.15,246.88,249.85
1985-06-03 09:30:04+00:00,L5,224.41,211.00,245.11,250.45
1985-06-10 09:35:50+00:00,L5,220.02,206.14,236.59,226.17
1985-06-26 09:35:47+00:00,L5,214.22,208.49,233.42,232.01
1985-07-05 09:29:57+00:00,L5,216.89,203.78,239.86,235.71
1985-07-12 09:35:41+00:00,L5,233.76,215.71,253.54,255.04
1985-08-13 09:35:25+00:00,L5,230.08,207.57,243.81,247.26
1985-08-22 09:29:32+00:00,L5,211.81,200.61,239.37,239.76
1985-11-10 09:28:33+00:00,L5,233.81,211.80,241.68,250.07
1985-12-03 09:33:55+00:00,L5,240.75,221.28,254.43,260.00
1986-05-12 09:30:29+00:00,L5,233.87,215.81,244.30,255.64
1986-06-06 09:23:35+00:00,L5,192.87,208.08,237.35,236.47
1986-06-22 09:23:04+00:00,L5,242.11,214.97,248.74,236.75
1986-07-08 09:22:57+00:00,L5,238.92,222.67,258.11,248.93
1986-07-24 09:22:23+00:00,L5,222.35,211.95,250.24,256.30
1986-07-31 09:27:55+00:00,L5,236.61,217.90,249.12,255.34
1986-08-16 09:27:20+00:00,L5,239.40,218.08,259.45,258.24
1986-09-17 09:26:13+00:00,L5,238.15,218.51,255.98,254.04
1986-09-26 09:19:45+00:00,L5,235.26,210.40,250.75,243.69
1986-12-31 09:18:50+00:00,L5,224.53,213.96,242.19,245.20
1987-01-07 09:25:13+00:00,L5,225.23,215.39,243.21,240.49
1987-02-01 09:19:48+00:00,L5,236.02,221.13,255.52,257.46
1987-03-21 09:22:02+00:00,L5,241.55,222.28,251.81,252.84
1987-04-06 09:22:12+00:00,L5,228.69,219.82,252.51,251.03
1987-04-29 09:29:06+00:00,L5,233.67,211.94,245.85,241.96
1987-05-15 09:29:33+00:00,L5,220.48,212.08,248.92,242.06
1987-06-09 09:23:59+00:00,L5,220.69,203.18,239.18,238.12
1987-06-16 09:30:19+00:00,L5,220.60,205.25,235.11,223.77
1987-06-25 09:24:20+00:00,L5,223.32,209.03,251.50,244.79
1987-07-02 09:30:39+00:00,L5,232.66,213.74,253.87,246.63
1987-07-11 09:24:39+00:00,L5,234.69,216.63,251.38,248.80
1987-07-18 09:30:57+00:00,L5,226.36,206.30,238.90,241.51
1987-07-27 09:25:01+00:00,L5,228.88,216.27,250.08,242.56
1987-08-03 09:31:25+00:00,L5,224.80,211.61,240.71,242.36
1987-08-19 09:31:54+00:00,L5,233.82,215.82,248.62,244.09
1987-08-28 09:25:57+00:00,L5,237.35,216.46,253.92,261.87
1987-09-13 09:26:21+00:00,L5,229.33,212.72,242.85,249.41
1988-01-19 09:28:41+00:00,L5,133.44,258.18,454.02,280.31
1991-04-24 09:27:46+00:00,L5,234.57,212.12,249.09,246.51
1992-04-10 09:29:42+00:00,L5,222.18,268.76,252.33,369.60
