dates,nzd0002-0000,nzd0002-0001,nzd0002-0002,nzd0002-0003,nzd0002-0004,nzd0002-0005,nzd0002-0006,nzd0002-0007,nzd0002-0008,nzd0002-0009,nzd0002-0010,nzd0002-0011,nzd0002-0012,nzd0002-0013,nzd0002-0014,nzd0002-0015,nzd0002-0016,nzd0002-0017,nzd0002-0018,nzd0002-0019,nzd0002-0020,nzd0002-0021,satname
1999-10-04 22:10:38+00:00,318.57,313.53,286.75,294.07,292.50,300.02,289.50,300.23,304.75,307.37,312.04,298.39,300.83,301.98,304.31,306.29,287.01,308.14,325.51,,373.90,319.69,L7
2000-03-28 22:10:07+00:00,318.98,314.85,307.75,309.97,313.53,317.02,325.15,330.69,338.55,347.24,348.05,335.37,322.40,317.76,315.99,317.37,,,,,,,L7
2000-08-03 22:08:44+00:00,284.11,282.83,271.30,269.40,270.06,274.79,283.72,295.73,301.84,306.17,309.42,306.42,299.65,298.69,294.63,294.40,288.43,299.42,320.26,349.30,378.33,306.11,L7
2000-09-20 22:08:03+00:00,297.10,295.00,300.22,296.58,309.49,289.63,293.12,299.32,311.49,322.98,333.62,315.13,306.08,313.33,316.92,311.32,303.82,,,,,,L7
2000-10-06 22:07:59+00:00,298.48,297.40,293.32,298.54,302.20,302.57,306.46,307.54,305.06,314.47,320.23,311.76,311.66,310.25,313.71,310.99,299.80,318.21,341.35,370.05,400.09,326.31,L7
2001-04-16 22:07:42+00:00,304.69,287.96,280.63,276.70,274.02,278.48,287.82,295.12,297.71,304.32,312.42,311.68,299.50,297.86,301.31,304.86,295.82,307.06,317.45,349.95,372.27,332.67,L7
2001-06-03 22:07:16+00:00,338.43,305.09,308.59,305.72,310.44,297.54,310.49,302.09,306.87,314.28,320.13,318.14,314.97,305.50,305.32,317.78,310.10,317.55,334.24,352.63,386.91,337.25,L7
2001-06-19 22:07:05+00:00,315.83,296.62,280.61,278.00,283.74,289.31,290.90,292.81,299.93,302.40,306.24,296.14,294.34,295.52,300.17,294.90,290.95,297.42,,346.97,368.50,332.49,L7
2001-08-22 22:06:23+00:00,,,,,271.26,272.27,271.68,274.02,288.66,295.17,298.17,291.95,283.27,286.78,287.78,290.25,281.58,292.63,311.38,336.53,364.00,307.37,L7
2001-12-28 22:06:14+00:00,290.37,284.89,283.26,288.16,286.18,288.55,302.38,306.63,307.02,309.28,319.49,314.72,310.36,306.06,308.17,308.04,298.85,313.56,329.61,348.72,372.67,320.15,L7
