dates,satname,sar2115-0000,sar2115-0001,sar2115-0002,sar2115-0003
1984-05-13 09:39:51+00:00,L5,178.23,188.94,204.87,202.10
1984-06-07 09:34:18+00:00,L5,205.77,212.17,222.97,227.44
1984-06-14 09:40:36+00:00,L5,180.45,203.09,216.48,221.60
1984-06-30 09:40:49+00:00,L5,176.46,185.37,203.27,216.84
1984-10-13 09:36:13+00:00,L5,216.95,205.51,216.17,219.86
1984-10-29 09:36:08+00:00,L5,227.50,216.23,236.58,232.92
1984-12-07 09:42:19+00:00,L5,237.54,189.64,219.88,230.44
1985-01-17 09:36:29+00:00,L5,203.70,207.84,230.01,226.26
1985-04-30 09:42:30+00:00,L5,196.08,205.58,214.85,202.89
1985-06-17 09:42:24+00:00,L5,176.25,190.14,197.69,209.52
1985-07-03 09:42:19+00:00,L5,178.98,189.14,205.03,205.34
1985-07-28 09:35:58+00:00,L5,330.11,304.17,250.58,
1985-08-04 09:42:05+00:00,L5,,,,
1985-08-13 09:35:48+00:00,L5,206.43,211.68,227.97,228.33
1985-08-20 09:41:55+00:00,L5,194.64,207.92,217.70,222.23
1985-08-29 09:35:38+00:00,L5,309.01,361.15,332.58,
1985-09-05 09:41:43+00:00,L5,190.30,204.89,218.81,215.17
1985-09-14 09:35:25+00:00,L5,201.47,210.99,226.71,220.14
1985-09-21 09:41:31+00:00,L5,200.23,203.27,216.49,225.71
1985-10-23 09:41:10+00:00,L5,244.97,208.52,228.21,225.51
1985-12-03 09:34:19+00:00,L5,202.58,202.37,222.08,218.94
1986-05-12 09:30:53+00:00,L5,231.47,215.98,228.22,229.07
1986-07-15 09:28:53+00:00,L5,204.18,211.96,230.89,223.46
1986-09-17 09:26:37+00:00,L5,205.49,215.84,231.02,226.09
1986-12-22 09:25:09+00:00,L5,181.53,184.97,210.67,196.13
1987-01-23 09:26:04+00:00,L5,201.37,210.25,232.11,227.74
1987-03-19 09:34:19+00:00,L5,177.85,187.40,210.26,222.61
1987-03-28 09:28:28+00:00,L5,105.90,364.61,350.95,89.40
1987-04-20 09:35:25+00:00,L5,207.17,210.74,218.49,223.53
1987-05-15 09:29:57+00:00,L5,,,,226.03
1987-06-07 09:36:42+00:00,L5,187.03,203.70,213.00,218.49
1987-07-09 09:37:22+00:00,L5,187.84,198.11,213.38,216.91
1987-08-03 09:31:49+00:00,L5,205.31,210.99,225.52,219.62
1987-08-10 09:38:13+00:00,L5,184.24,188.45,212.78,216.05
1987-08-19 09:32:18+00:00,L5,198.96,211.87,225.52,219.94
1987-08-26 09:38:40+00:00,L5,180.33,202.52,211.91,217.35
