dates,nzd0355-0000,nzd0355-0001,nzd0355-0002,nzd0355-0003,nzd0355-0004,nzd0355-0005,nzd0355-0006,nzd0355-0007,nzd0355-0008,nzd0355-0009,nzd0355-0010,nzd0355-0011,nzd0355-0012,nzd0355-0013,nzd0355-0014,nzd0355-0015,nzd0355-0016,nzd0355-0017,nzd0355-0018,nzd0355-0019,nzd0355-0020,nzd0355-0021,nzd0355-0022,nzd0355-0023,nzd0355-0024,nzd0355-0025,nzd0355-0026,nzd0355-0027,nzd0355-0028,nzd0355-0029,nzd0355-0030,nzd0355-0031,nzd0355-0032,nzd0355-0033,nzd0355-0034,nzd0355-0035,nzd0355-0036,nzd0355-0037,nzd0355-0038,nzd0355-0039,nzd0355-0040,nzd0355-0041,nzd0355-0042,nzd0355-0043,nzd0355-0044,nzd0355-0045,nzd0355-0046,nzd0355-0047,nzd0355-0048,nzd0355-0049,nzd0355-0050,nzd0355-0051,nzd0355-0052,nzd0355-0053,nzd0355-0054,nzd0355-0055,nzd0355-0056,nzd0355-0057,nzd0355-0058,nzd0355-0059,nzd0355-0060,nzd0355-0061,nzd0355-0062,nzd0355-0063,nzd0355-0064,nzd0355-0065,nzd0355-0066,nzd0355-0067,nzd0355-0068,nzd0355-0069,nzd0355-0070,nzd0355-0071,nzd0355-0072,nzd0355-0073,nzd0355-0074,nzd0355-0075,nzd0355-0076,nzd0355-0077,nzd0355-0078,nzd0355-0079,nzd0355-0080,nzd0355-0081,nzd0355-0082,nzd0355-0083,nzd0355-0084,nzd0355-0085,nzd0355-0086,nzd0355-0087,nzd0355-0088,nzd0355-0089,nzd0355-0090,nzd0355-0091,nzd0355-0092,nzd0355-0093,nzd0355-0094,nzd0355-0095,nzd0355-0096,nzd0355-0097,nzd0355-0098,nzd0355-0099,nzd0355-0100,nzd0355-0101,nzd0355-0102,satname
1999-07-02 21:59:57+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.05,352.26,379.41,384.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.37,L7
1999-07-18 22:00:01+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,637.10,L7
1999-09-04 22:00:09+00:00,349.73,,,,,,,,,,,,324.26,324.59,322.29,315.61,319.97,321.53,317.00,312.83,312.43,313.96,310.22,315.66,317.30,317.44,320.07,316.80,316.52,318.40,315.44,319.27,318.61,314.60,315.66,314.62,316.62,318.77,321.67,331.66,337.67,339.14,335.21,329.77,330.19,329.00,329.03,327.82,332.29,330.43,335.29,339.33,344.45,352.58,356.89,354.82,349.29,349.41,348.16,348.13,349.84,348.67,348.87,346.00,348.48,356.65,361.47,370.75,378.48,376.16,369.67,362.03,357.17,353.36,364.68,372.74,386.65,402.33,405.28,404.83,410.63,419.05,410.83,401.03,389.19,365.63,358.20,364.13,364.62,,,,,417.86,419.49,418.95,407.06,391.79,417.11,378.87,356.19,270.77,233.61,L7
1999-09-20 22:00:08+00:00,338.33,353.42,356.91,368.58,366.18,352.54,346.30,339.03,333.30,328.82,327.13,326.22,318.51,314.81,312.72,310.76,313.80,313.43,308.96,309.57,307.82,308.93,305.23,314.51,312.82,313.53,311.04,310.73,310.55,312.05,310.43,308.97,308.25,307.28,306.59,305.07,308.07,314.35,317.48,327.75,334.07,330.10,329.99,322.08,320.57,323.71,323.44,322.47,324.30,325.48,330.55,337.62,343.15,350.16,353.38,348.48,347.16,344.62,341.97,342.39,342.77,343.21,342.83,341.42,345.27,351.52,358.41,367.96,374.98,375.06,368.54,362.40,355.30,351.28,,,,,,,,,,,,,,,,,,,,409.17,413.79,414.67,406.97,386.99,409.93,394.32,361.51,265.36,231.90,L7
1999-10-22 22:00:04+00:00,335.62,357.14,366.12,372.65,371.51,368.27,361.92,357.81,351.48,340.93,339.07,330.15,330.31,323.83,325.95,326.94,324.96,328.59,326.34,324.28,321.32,319.77,320.00,321.76,324.49,324.07,316.77,321.00,322.12,323.06,322.57,324.03,322.74,321.87,317.27,315.93,317.94,318.88,323.46,331.82,337.45,340.17,337.75,332.79,332.35,329.46,329.66,326.21,331.17,328.47,331.99,340.33,342.43,354.19,357.52,354.93,352.28,350.19,351.32,352.29,355.07,353.58,352.17,348.26,352.16,358.30,359.93,369.49,381.93,380.72,371.05,368.81,363.69,363.45,371.69,376.80,390.86,405.35,412.42,408.19,413.08,421.76,407.03,397.49,387.05,360.01,352.78,360.65,367.90,371.56,393.73,407.67,410.35,406.96,407.54,405.86,395.31,379.89,391.06,422.13,396.35,223.94,222.76,L7
1999-12-09 22:00:09+00:00,327.28,344.24,361.14,364.91,359.18,353.25,345.10,341.74,337.37,330.73,328.04,322.97,319.83,318.14,316.48,320.88,321.00,320.92,316.87,316.24,317.41,310.82,307.72,311.26,314.27,314.36,315.68,310.79,316.65,319.56,318.39,317.75,317.45,314.58,315.55,308.04,313.96,315.12,318.20,322.01,331.53,327.62,325.93,327.58,324.72,326.27,324.93,326.06,328.21,328.25,332.30,337.60,342.93,351.47,352.66,350.28,348.47,345.62,343.95,340.98,344.46,339.89,336.47,337.49,337.55,346.29,352.43,361.64,369.87,367.45,362.05,355.43,350.93,348.11,353.97,360.17,371.60,387.06,401.34,402.29,405.07,409.97,401.86,387.78,386.00,362.15,347.27,353.05,361.81,364.91,399.20,403.69,396.42,398.03,388.84,386.31,384.31,375.02,387.60,387.77,367.90,262.93,236.31,L7
2000-02-11 21:59:57+00:00,336.23,347.21,348.35,358.05,360.50,355.30,353.08,350.40,349.35,343.35,336.04,336.07,329.25,326.55,326.99,319.23,322.71,320.77,320.16,316.50,312.33,308.91,311.33,312.19,315.78,315.87,313.38,311.42,314.23,316.42,317.23,314.17,312.69,312.99,308.63,312.23,314.77,313.87,318.57,328.25,332.51,329.76,328.24,325.70,320.92,321.99,319.77,318.62,321.39,324.60,326.32,331.49,339.12,349.04,353.80,347.32,345.77,345.01,344.13,343.17,339.61,339.45,335.78,331.74,334.39,339.95,350.38,356.39,368.21,363.79,362.76,353.53,348.75,347.36,353.29,358.86,376.27,385.02,397.57,396.36,399.82,413.89,394.02,384.58,376.55,354.87,343.11,350.77,365.88,374.83,387.29,389.41,387.41,386.94,382.59,376.37,372.31,358.41,369.53,374.38,363.66,265.36,247.55,L7
2000-02-27 21:59:52+00:00,341.65,342.30,356.55,360.52,362.70,362.26,361.05,355.16,354.20,349.21,346.25,337.68,332.81,329.40,327.58,324.08,325.20,326.94,325.82,322.78,317.96,318.85,321.57,322.98,323.58,322.37,318.54,319.84,319.07,320.33,320.99,323.41,323.03,319.29,319.01,320.82,321.58,323.21,328.74,334.70,337.16,329.64,330.70,327.45,325.72,330.66,332.91,329.12,331.72,333.53,335.41,345.64,346.53,357.17,357.80,354.63,349.92,351.03,346.76,345.24,346.65,348.05,344.79,342.86,345.03,352.30,358.27,367.23,372.64,371.60,367.84,362.41,356.47,352.93,360.32,369.81,380.12,401.08,413.32,410.39,415.45,422.52,404.41,387.92,382.01,362.72,349.93,361.60,372.04,383.46,390.35,396.10,392.49,391.79,383.31,379.80,371.60,360.52,364.81,378.37,358.89,254.35,237.29,L7
2000-03-30 21:59:45+00:00,349.03,360.19,367.40,359.30,358.94,354.77,353.92,348.54,349.44,342.77,342.26,333.32,334.37,326.93,328.97,330.02,327.72,326.60,323.34,315.59,315.05,319.58,315.88,321.64,321.08,326.34,319.45,323.69,322.47,321.50,316.85,314.26,309.73,311.08,307.20,310.37,315.01,318.27,323.99,330.27,333.49,333.57,328.42,326.07,324.69,326.29,325.12,325.41,326.31,329.22,335.69,338.39,343.21,349.71,358.50,354.93,350.54,347.96,346.24,345.47,345.38,344.34,340.84,338.23,341.62,348.55,355.27,363.74,372.31,371.98,365.77,360.85,356.01,350.91,358.74,369.94,379.21,401.17,411.10,409.63,416.43,420.23,408.64,388.00,389.23,364.27,353.29,367.54,379.71,389.85,401.51,398.29,387.57,388.88,381.85,376.41,368.34,360.07,373.52,385.29,349.85,264.54,233.97,L7
2000-04-15 21:59:31+00:00,365.29,374.27,369.51,364.70,367.93,367.62,361.59,368.21,363.42,360.50,351.00,348.64,345.23,342.03,330.16,333.86,332.68,325.14,328.43,329.63,325.95,321.98,323.81,328.00,328.43,326.66,322.28,322.90,327.09,323.34,323.84,317.67,314.06,316.95,316.75,317.71,319.47,324.20,327.23,331.97,337.40,333.98,333.78,327.94,328.67,328.98,331.56,328.67,331.65,328.84,334.88,342.04,348.66,354.99,355.88,353.75,350.91,349.23,345.97,344.80,345.59,345.85,344.21,343.66,346.88,354.48,359.99,367.73,378.79,378.31,372.04,366.77,360.71,361.68,370.66,376.27,386.93,407.66,416.75,416.48,419.89,426.53,407.79,399.55,392.06,371.57,355.73,369.66,387.09,394.56,401.30,402.94,395.64,391.82,383.33,378.19,369.86,351.94,369.94,378.36,358.31,,228.22,L7
