dates,nzd0544-0000,nzd0544-0001,nzd0544-0002,nzd0544-0003,nzd0544-0004,nzd0544-0005,nzd0544-0006,nzd0544-0007,nzd0544-0008,nzd0544-0009,nzd0544-0010,nzd0544-0011,nzd0544-0012,nzd0544-0013,nzd0544-0014,nzd0544-0015,nzd0544-0016,nzd0544-0017,nzd0544-0018,nzd0544-0019,nzd0544-0020,nzd0544-0021,nzd0544-0022,nzd0544-0023,nzd0544-0024,nzd0544-0025,nzd0544-0026,nzd0544-0027,nzd0544-0028,nzd0544-0029,nzd0544-0030,nzd0544-0031,nzd0544-0032,nzd0544-0033,nzd0544-0034,nzd0544-0035,nzd0544-0036,nzd0544-0037,nzd0544-0038,nzd0544-0039,nzd0544-0040,nzd0544-0041,nzd0544-0042,nzd0544-0043,nzd0544-0044,nzd0544-0045,nzd0544-0046,nzd0544-0047,nzd0544-0048,nzd0544-0049,nzd0544-0050
1999-07-16 22:13:35+00:00,,191.77957293854809,236.7110279036814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.901760368407302,,,,,,,,,,,,39.53373051376423,
1999-11-05 22:13:40+00:00,,116.10182037593657,124.7656410255927,,,,151.0807073229393,154.32613601841615,,155.95553351880966,,144.36988812766964,,,107.48603335032331,,98.26925817727329,,,95.73520829029414,,95.7811310605308,98.34836675808403,103.22187863289231,104.60696698519457,99.08719244837008,103.31950033697899,,119.13390904477397,,98.18029056767529,107.89385782146874,112.81047898483651,112.95796406455955,107.86196342306197,113.3688447174149,115.39686404421681,99.11429999605905,104.47430991643165,93.49528499853122,95.70660879470051,92.66376122004041,99.1638728046839,119.17058884744722,120.94836001924168,104.92109510400388,90.75724334421312,77.65855103101565,76.50868811684629,73.3387027375859,67.41456303456599
1999-12-07 22:13:41+00:00,139.43531507668362,141.82132207710393,149.51490115116573,,,,145.4908160434583,144.24906121514638,,142.23507634251985,,132.24634733088914,,,96.34230262540606,,86.71952019704482,,,93.33893562119101,,90.6122583613875,108.05417808319605,102.4776514786328,101.76372049863005,107.22950458558844,105.93589347712602,,90.49856518224857,,83.0186882665263,105.14159364820185,109.91616467328888,111.24046243613122,104.50874330863564,107.09496197958543,96.77286545897525,101.56131272196131,95.86595119611201,90.46858816622296,88.03083571874004,101.98070578260257,107.51183675595637,125.1801781829478,123.21595123605731,106.12727518998275,94.55687404851159,81.97019712486426,77.96503338546029,81.28764459361592,139.98757741196738
1999-12-16 22:07:33+00:00,125.62273810706381,122.86184250550264,121.13414582645109,,,,137.0427250170564,159.30496920570798,,168.06524154006104,,146.3272196775424,,,102.22417962657667,,108.43401567140742,,,91.94575491097838,,93.83509593958166,99.23684549010135,111.49749443328824,116.7966265827736,106.4691865332781,114.69030030597068,,120.29659999861677,,102.24298090858845,108.27092484326752,115.64294884465352,115.83909251340168,109.28593691930864,116.7845979063856,118.88048904902313,108.74762773829296,107.04688036783594,99.91024508900718,96.26642619670358,102.75143542768497,113.8352507792386,123.49980234764186,121.76158049287746,106.4769922911897,98.36705211524004,87.15412142764157,87.88319783390071,90.41554173885521,
2000-02-18 22:07:16+00:00,,123.90033199790791,114.29656151016218,,,,134.69887161154645,135.90319535147378,,100.92837541746013,,127.25868516190462,,,115.5445872809734,,90.13740975870746,,,97.88482991093558,,101.21489475892452,113.02911350992746,102.8161247192711,93.27366223889965,88.21081944517192,88.74402076635698,,118.14232903111926,,102.61978857699614,108.83128449298322,108.57520922484893,96.52597388541984,84.67721748140414,98.44257080054625,93.70598237223913,105.00636754625398,101.46032897616294,97.1861822804903,93.46413134532673,100.51320509335363,110.08244706865368,135.0111009587409,130.0929210049396,110.98631391011612,95.95486283339547,87.60375046659688,90.6703974709414,87.08915455648534,
2000-05-08 22:06:44+00:00,,,136.99161184627226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.33322637232556,103.32626047850844,99.32773673254525,103.15751233714391,107.19385762172244,108.33827693988322,106.99229246224424,121.37798096349457,128.40189826486503,125.31845691781484,134.53725255915984,127.15671164087489,101.78086559495583,78.01625917863903,75.94034024014535,86.30181044336763,87.20698927560169,83.45816611937586
2000-05-15 22:12:54+00:00,,54.15811839605529,120.96769357047421,,,,140.80006496247694,148.34573657680255,,147.77754246796746,,122.64473136090146,,,105.96349563817013,,99.22521701819905,,,105.54698066005767,,85.53842107089761,79.84636459021579,77.93412726790284,76.0267717734475,70.35682347654024,92.5879911874009,,113.41618023590603,,96.25334402191066,109.93393160078452,116.14939796156375,106.2494728138248,100.82960632514325,104.36611821424047,104.54931573179981,105.08900836086428,107.95079795068902,111.84221831700478,113.14140185960451,118.11028729894304,128.00082355177727,122.55230089487883,118.44679561818874,93.06611735091526,78.79107388896215,67.2978286614681,79.55309058149014,80.82923744480698,66.5694967736986
2000-09-20 22:11:14+00:00,,91.9849891974958,94.389620857618,,,,107.1874036830271,123.69608103227932,,137.33013658450557,,122.276926085056,,,90.03052011369054,,83.55582288386721,,,88.9883149277767,,90.98093884911626,91.52431810634077,83.83434863353772,83.06037934172903,70.32538720490152,95.24567042938835,,119.50311884311307,,96.72991090569488,97.43478081988485,100.49220393679475,107.48044962568768,98.20631567956235,108.2360330174186,106.65739125239782,109.6492810041124,103.27737437510707,99.76417038396747,108.77534978385953,116.35197686632536,124.63247440540516,126.32892199479366,118.77769120152573,99.8278644484597,75.81060206841558,,,,
2000-10-15 22:05:07+00:00,,150.13632213723352,167.42803155936423,,,,144.3664555071405,144.2428664486342,,130.02077118171837,,128.10405015658375,,,118.85902727990299,,103.91473487721352,,,120.94241422682384,,105.26941322379204,113.5058889580934,98.37742347989112,88.16966232625546,91.8480159834968,99.91217715140328,,126.7698117430818,,100.60927702951346,117.71689440340874,123.60338004988672,126.94711471646012,109.16103736969535,115.3407198550618,103.30649235739854,105.75015043125472,106.43075903992451,104.08206783530372,113.59331486457815,136.634302745556,141.44016692504132,155.78620692041358,142.3704380216016,97.0724750309505,69.62875567910484,65.65362885639249,75.95894100882558,92.33021951308072,96.96779792180425
2000-12-25 22:11:14+00:00,123.44420018789813,129.4360917161191,144.82868092997623,,,,129.12459852734028,118.01160889148815,,113.3669447554843,,119.21459629401701,,,89.37681979850353,,74.3521591831953,,,100.1716099529159,,79.3683646239809,85.77361816054773,72.2352182683941,70.34149497108233,74.45124801439113,83.51113388537418,,104.7501316108097,,87.67321817358821,99.66901442033097,95.52735242505547,93.0760172873757,76.5664544707918,91.13235374534341,78.89983100316928,83.54529896995471,86.35084296662117,90.10756689106212,91.9485623608028,91.1925586044614,93.89196254142908,112.45572325172463,112.17484610146586,87.35526048316997,69.65577866637557,56.47995650634262,46.69935285163362,35.968923380367954,
