dates,satname,sar1850-0000,sar1850-0001,sar1850-0002,sar1850-0003,sar1850-0004,sar1850-0005,sar1850-0006,sar1850-0007
1984-04-13 09:26:43+00:00,L5,230.89,213.57,227.08,236.42,240.58,244.75,243.14,257.10
1984-05-06 09:33:03+00:00,L5,224.09,222.49,223.58,235.59,236.37,238.83,241.22,226.09
1984-06-07 09:33:54+00:00,L5,,,,,,340.96,,
1984-07-18 09:28:22+00:00,L5,230.82,214.48,229.31,232.87,237.66,237.96,238.29,250.53
1984-08-03 09:29:20+00:00,L5,235.56,224.92,224.37,238.41,237.57,242.96,236.43,247.76
1984-08-19 09:29:27+00:00,L5,234.03,222.00,231.03,237.52,240.50,240.11,246.12,253.16
1984-08-26 09:35:45+00:00,L5,240.76,229.44,237.00,221.63,225.64,224.92,221.38,233.31
1984-09-04 09:29:37+00:00,L5,237.05,228.24,230.10,241.94,240.51,248.05,252.71,261.08
1984-09-11 09:35:50+00:00,L5,221.96,216.46,223.68,227.72,231.95,234.38,232.95,251.00
1984-09-20 09:29:40+00:00,L5,229.77,214.97,229.24,233.96,236.64,237.11,241.28,255.84
1984-10-13 09:35:49+00:00,L5,232.13,216.79,233.80,239.61,234.83,234.75,238.65,254.92
1984-10-22 09:29:36+00:00,L5,234.86,220.19,232.80,240.07,243.36,241.12,247.56,263.56
1984-11-07 09:29:29+00:00,L5,231.95,,250.20,230.18,217.76,224.92,228.88,239.94
1984-12-09 09:29:34+00:00,L5,,,,,237.71,245.56,,
1985-01-17 09:36:05+00:00,L5,235.82,224.23,233.50,235.39,234.09,242.96,230.85,248.65
1985-04-23 09:35:59+00:00,L5,233.22,218.37,231.71,238.67,243.87,244.49,248.87,262.80
1985-05-02 09:30:07+00:00,L5,222.48,222.46,224.31,236.73,237.13,243.46,248.50,260.25
1985-05-18 09:29:40+00:00,L5,233.00,212.47,209.85,209.28,232.23,233.66,237.73,241.87
1985-05-25 09:35:51+00:00,L5,228.94,213.33,227.68,236.87,240.64,242.49,240.88,246.82
1985-06-03 09:30:04+00:00,L5,237.52,227.61,229.25,239.44,239.24,246.07,253.02,256.05
1985-06-10 09:35:50+00:00,L5,221.75,216.29,221.59,228.17,230.71,233.08,237.59,245.53
1985-06-26 09:35:47+00:00,L5,228.75,215.50,223.34,234.29,236.03,242.04,247.54,256.50
1985-07-05 09:29:33+00:00,L5,233.59,215.26,229.69,234.18,237.11,237.49,241.56,249.48
