dates,nzd0470-0000,nzd0470-0001,nzd0470-0002,nzd0470-0003,nzd0470-0004,nzd0470-0005,nzd0470-0006,nzd0470-0007,nzd0470-0008,nzd0470-0009,nzd0470-0010,nzd0470-0011,nzd0470-0012,nzd0470-0013,nzd0470-0014,nzd0470-0015,nzd0470-0016,nzd0470-0017,nzd0470-0018,nzd0470-0019,nzd0470-0020,nzd0470-0021,nzd0470-0022,nzd0470-0023,nzd0470-0024,nzd0470-0025,nzd0470-0026,nzd0470-0027,nzd0470-0028,nzd0470-0029,nzd0470-0030,nzd0470-0031,nzd0470-0032,nzd0470-0033,nzd0470-0034,nzd0470-0035,nzd0470-0036,nzd0470-0037,nzd0470-0038,nzd0470-0039,nzd0470-0040,nzd0470-0041,nzd0470-0042,nzd0470-0043,nzd0470-0044,nzd0470-0045,nzd0470-0046,nzd0470-0047,nzd0470-0048,nzd0470-0049,nzd0470-0050,nzd0470-0051,nzd0470-0052,nzd0470-0053,nzd0470-0054,nzd0470-0055,nzd0470-0056,nzd0470-0057,nzd0470-0058,nzd0470-0059,nzd0470-0060,nzd0470-0061,nzd0470-0062,nzd0470-0063,nzd0470-0064,nzd0470-0065,nzd0470-0066,nzd0470-0067,nzd0470-0068,nzd0470-0069,nzd0470-0070,nzd0470-0071,nzd0470-0072,nzd0470-0073,nzd0470-0074,nzd0470-0075,nzd0470-0076,nzd0470-0077,nzd0470-0078,nzd0470-0079,nzd0470-0080,nzd0470-0081,nzd0470-0082,nzd0470-0083,nzd0470-0084,nzd0470-0085,nzd0470-0086,nzd0470-0087,nzd0470-0088,nzd0470-0089,nzd0470-0090,nzd0470-0091,nzd0470-0092,nzd0470-0093,nzd0470-0094,nzd0470-0095,nzd0470-0096,nzd0470-0097,nzd0470-0098,nzd0470-0099,nzd0470-0100,nzd0470-0101,nzd0470-0102,nzd0470-0103,nzd0470-0104,nzd0470-0105,nzd0470-0106,nzd0470-0107,nzd0470-0108,nzd0470-0109,nzd0470-0110,nzd0470-0111,nzd0470-0112,nzd0470-0113,nzd0470-0114,nzd0470-0115,nzd0470-0116,nzd0470-0117,nzd0470-0118,nzd0470-0119,nzd0470-0120,nzd0470-0121,nzd0470-0122,nzd0470-0123,nzd0470-0124,nzd0470-0125,nzd0470-0126,nzd0470-0127,nzd0470-0128,nzd0470-0129,nzd0470-0130,nzd0470-0131,nzd0470-0132,nzd0470-0133,satname
1999-08-26 22:07:08+00:00,316.89,321.46,324.76,320.63,323.25,325.22,321.67,312.72,313.63,312.85,310.84,313.10,314.71,316.16,318.63,320.15,317.43,314.31,315.53,318.00,324.00,316.43,322.81,323.66,323.82,322.64,325.01,324.56,327.81,329.39,331.10,323.34,327.43,325.59,328.76,333.78,330.19,326.93,326.65,321.66,323.67,326.74,329.22,327.09,321.88,317.65,317.20,312.16,309.56,315.19,321.14,327.01,325.94,331.90,324.70,332.18,332.04,332.05,326.79,325.72,330.06,325.08,324.91,320.85,321.45,321.90,328.03,322.95,322.11,322.61,323.32,326.65,326.38,324.09,321.10,323.91,319.95,321.36,325.81,328.32,323.62,327.31,322.16,320.52,315.34,312.66,311.51,303.59,302.85,295.96,302.17,296.49,300.11,295.57,301.07,297.57,303.36,301.61,306.76,301.66,307.81,313.37,314.38,318.86,319.67,326.87,327.96,,,,,,,,338.82,342.84,335.67,328.89,,,,,,,,,,,,,,,,,L7
1999-10-13 22:07:12+00:00,327.01,327.50,331.76,334.70,334.16,327.97,327.63,324.77,321.38,320.02,319.97,318.04,322.00,322.95,328.41,325.12,326.75,327.06,325.40,322.07,322.09,320.71,323.62,327.97,330.97,328.90,332.87,,,337.81,336.35,334.49,338.51,332.15,333.83,331.98,329.83,327.32,327.27,329.22,337.20,331.96,333.70,334.85,332.02,332.19,326.55,314.07,316.44,322.18,321.76,326.69,332.21,332.18,338.77,341.56,340.37,339.49,336.24,333.32,333.65,328.36,324.00,325.85,325.28,323.49,325.94,322.78,329.74,331.65,334.51,333.10,328.53,333.48,331.69,332.45,329.81,331.55,330.62,330.92,326.97,330.56,327.18,322.47,318.83,319.65,313.91,313.04,307.94,303.85,307.06,302.87,299.46,296.93,301.34,304.48,305.18,309.49,317.04,317.77,322.59,320.93,328.88,333.36,333.23,331.24,326.84,329.82,335.76,340.33,339.24,342.62,344.50,342.20,345.66,343.05,336.67,342.08,341.12,346.07,348.86,352.84,352.55,360.48,364.89,365.88,361.59,368.75,368.18,366.70,355.27,354.27,,,L7
2000-02-18 22:06:52+00:00,325.71,326.79,328.00,333.66,,,,,332.41,340.85,324.17,320.98,,,,,,,,,,,,,,,332.08,335.63,335.50,335.53,337.65,342.02,340.36,336.15,333.36,336.86,336.91,335.02,331.14,333.09,330.29,333.87,334.02,330.17,328.19,320.81,323.03,322.61,323.51,,,,,345.05,343.90,351.96,338.03,336.83,334.02,331.44,334.19,331.50,331.01,328.83,327.75,328.36,330.77,326.25,331.85,330.66,333.53,330.59,333.47,333.40,332.17,332.43,333.89,330.51,331.35,328.58,324.99,325.52,322.40,323.54,318.22,318.93,318.52,313.91,308.30,306.72,307.17,299.97,297.91,301.29,301.33,300.65,305.96,307.68,313.95,316.20,320.54,321.86,325.39,324.07,328.04,326.70,332.94,332.99,332.47,328.64,326.41,331.17,333.73,333.61,337.68,339.22,340.01,342.17,343.36,340.54,351.90,350.33,350.73,354.30,361.41,362.85,350.52,355.16,349.60,350.11,335.12,318.84,311.33,272.86,L7
2000-05-08 22:06:20+00:00,327.42,332.23,337.24,330.46,335.59,334.46,331.20,325.49,323.57,321.58,326.43,325.75,326.45,324.15,332.04,328.76,331.88,333.73,328.86,329.15,331.53,330.21,332.68,336.35,339.75,338.59,338.84,342.47,338.10,344.09,344.11,338.14,339.99,345.84,336.20,339.58,334.43,338.56,339.11,337.72,336.99,341.00,335.92,341.72,333.62,334.47,330.47,329.52,326.55,333.00,328.57,336.26,336.01,344.35,348.85,348.38,344.65,347.96,344.01,343.08,342.26,336.97,336.74,334.14,336.58,335.59,341.36,334.73,339.15,336.52,345.40,337.38,341.61,337.06,335.31,336.53,337.79,335.96,341.84,335.42,337.24,331.69,330.39,326.13,324.67,326.75,324.26,322.85,318.08,319.45,314.81,306.42,308.63,309.65,311.76,317.06,313.86,316.00,324.67,321.09,325.57,328.47,332.65,334.51,334.69,334.97,342.77,344.00,343.28,349.59,344.06,347.27,346.63,350.53,347.45,348.64,350.74,349.65,351.97,357.38,,,,,,,,,,,,,,,L7
2000-06-25 22:05:55+00:00,337.56,341.01,344.61,349.14,344.42,342.49,341.60,339.83,334.14,330.61,333.21,336.21,334.74,335.49,340.93,339.17,335.19,341.54,341.74,337.77,338.46,334.70,338.86,341.78,345.61,342.91,341.09,349.79,350.30,344.93,353.13,344.38,348.07,349.30,350.63,349.35,347.50,344.08,343.76,345.40,343.97,346.25,342.05,346.82,341.10,343.04,336.16,340.06,337.87,337.16,334.80,343.56,337.27,347.98,351.09,353.04,352.42,353.01,352.93,355.27,347.45,346.90,344.09,338.08,343.35,340.89,348.44,342.05,341.95,348.64,348.58,343.59,349.07,345.53,350.01,343.41,344.34,341.32,346.66,340.74,344.01,338.62,339.07,336.57,335.65,333.35,328.12,329.17,326.11,323.20,317.28,313.31,309.00,314.34,313.69,319.08,320.35,328.19,330.20,333.11,329.52,333.70,337.73,334.02,334.30,337.56,341.02,343.51,337.66,347.05,345.62,354.81,354.56,352.14,353.24,,,,,,,,,,,,,,,,,,,298.28,L7
2000-07-11 22:05:41+00:00,325.52,324.87,321.77,331.82,323.67,327.30,316.97,317.35,317.46,314.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.87,325.39,332.63,331.19,334.29,329.42,332.94,320.99,324.52,316.62,329.73,328.55,332.68,334.25,339.20,335.53,342.69,336.95,337.59,337.31,337.32,335.86,333.27,329.38,324.56,327.53,325.89,329.60,326.15,327.37,332.04,328.75,333.73,334.32,331.69,328.52,332.88,327.97,332.21,326.37,328.38,325.05,329.39,322.27,323.64,324.48,323.24,315.43,322.26,314.40,315.83,309.48,304.60,298.47,292.88,299.59,304.68,307.94,309.84,313.55,307.13,313.38,315.95,314.34,321.43,328.42,327.08,326.28,331.66,329.19,333.43,330.41,337.55,340.91,341.20,339.10,337.47,327.04,330.97,332.57,348.24,341.92,350.98,349.39,364.22,363.87,359.29,344.85,339.47,323.56,320.68,,,,279.04,L7
2000-07-27 22:05:24+00:00,335.27,336.21,341.99,345.70,346.77,341.38,339.86,337.86,335.70,329.89,330.65,331.92,330.11,329.46,338.06,335.93,335.16,337.36,341.80,338.62,338.82,340.08,339.18,339.08,340.12,341.25,341.95,347.96,341.19,344.29,350.80,352.79,346.43,351.70,344.71,346.82,346.64,342.19,343.17,340.82,342.04,338.62,337.59,341.60,341.38,342.24,337.82,339.18,332.57,336.40,338.55,340.08,342.69,348.63,350.65,349.16,350.98,344.81,351.76,348.00,348.25,343.43,344.80,339.98,341.65,337.49,340.25,338.27,342.11,340.05,343.30,339.66,344.77,346.20,345.94,343.76,345.82,343.94,343.74,341.96,339.85,338.44,338.38,333.60,332.20,330.10,328.36,326.56,322.68,321.41,315.19,315.38,311.01,309.66,314.84,319.51,322.51,319.40,326.58,327.77,332.75,333.99,338.82,335.71,342.84,338.62,341.00,343.81,340.93,348.54,345.51,350.04,346.44,353.53,353.67,355.80,352.98,358.05,355.19,361.94,361.11,363.15,364.23,371.30,369.22,362.69,356.85,345.13,332.44,323.65,305.79,300.31,308.22,329.42,L7
2000-08-12 22:05:17+00:00,326.44,331.32,334.50,337.52,337.03,333.01,333.06,327.77,327.13,323.87,327.26,327.49,327.41,325.88,327.21,326.59,327.85,329.23,332.66,329.67,330.34,331.04,329.88,333.46,335.22,333.80,336.69,338.79,338.73,339.77,340.82,337.09,342.63,343.07,335.98,339.28,335.60,336.62,338.96,335.33,336.31,338.15,334.62,337.42,332.15,332.84,330.80,330.44,327.20,327.52,333.99,335.86,337.71,341.10,342.85,345.70,343.42,342.11,340.80,337.86,338.32,337.13,336.87,334.43,332.43,334.62,337.64,336.61,339.77,335.66,339.76,335.27,338.50,335.95,339.05,339.58,337.94,337.26,334.46,334.01,334.51,333.29,326.91,329.86,321.40,325.49,318.44,321.05,313.46,310.77,310.91,305.29,305.36,304.51,306.90,305.47,314.25,312.81,323.27,319.81,329.26,327.37,328.72,328.26,330.49,334.18,337.69,339.74,340.18,337.59,339.97,344.68,342.94,343.22,347.11,349.18,350.50,349.28,349.51,353.24,357.63,360.05,,,,,,,,,,,,,L7
2000-12-18 22:04:37+00:00,323.46,328.93,331.25,333.01,332.71,334.24,324.62,322.95,321.74,320.87,320.24,321.26,323.53,324.95,325.15,326.10,328.76,329.14,328.96,327.65,329.60,323.51,327.98,331.99,330.54,330.82,335.54,331.52,334.14,333.47,336.17,333.30,335.78,333.19,336.16,335.43,331.26,335.69,331.05,332.97,332.58,330.41,333.33,329.10,330.95,328.85,325.44,322.31,321.03,322.13,323.37,326.22,332.19,333.85,339.41,339.32,337.46,333.36,333.89,338.33,330.36,333.14,331.05,330.81,327.62,328.95,333.11,329.09,332.54,332.92,335.56,334.61,334.11,332.94,331.79,335.99,333.41,334.06,331.20,333.39,330.85,328.64,324.89,325.23,320.91,321.38,317.01,315.34,313.64,310.17,310.53,304.58,303.76,302.10,306.45,313.43,315.97,313.20,317.52,317.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
2001-02-20 22:04:36+00:00,321.19,325.00,329.69,326.91,327.75,327.45,325.88,320.14,317.36,317.88,316.50,,,,,,,,,,,,,,,,,,,331.51,330.86,330.00,325.17,323.81,329.42,330.60,328.28,331.11,329.89,326.56,330.76,327.41,328.45,327.40,323.89,317.58,322.27,318.28,318.14,318.56,318.66,324.81,328.67,332.82,333.51,337.36,334.33,334.44,331.31,331.12,332.16,326.92,319.63,323.47,324.44,327.50,328.18,330.55,330.41,325.09,327.12,330.48,333.29,330.62,333.70,329.36,331.92,330.45,330.85,327.91,326.29,325.94,320.58,318.50,316.81,315.78,311.90,307.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L7
