dates,tide
1999-09-29 21:50:00+00:00,0.7
2000-01-19 21:50:00+00:00,-0.8
2000-05-26 21:50:00+00:00,0.2
2000-07-13 21:50:00+00:00,-0.55
2000-07-29 21:50:00+00:00,-0.8
2000-08-14 21:50:00+00:00,-0.43
2001-01-05 21:50:00+00:00,-0.17
2001-04-11 21:50:00+00:00,0.49
2001-04-27 21:50:00+00:00,0.48
2001-05-13 21:50:00+00:00,0.45
2001-06-14 21:50:00+00:00,0.14
2001-09-18 21:50:00+00:00,-0.3
2001-10-04 21:50:00+00:00,0.03
2002-06-17 21:50:00+00:00,0.49
2002-07-19 21:50:00+00:00,-0.19
2002-08-20 21:50:00+00:00,-0.58
2002-10-23 21:50:00+00:00,0.12
2002-12-26 21:50:00+00:00,0.68
2003-01-27 21:50:00+00:00,-0.19
2003-03-16 21:50:00+00:00,-0.69
2003-05-03 21:50:00+00:00,0.07
2003-05-19 21:50:00+00:00,0.51
2003-07-30 21:40:00+00:00,-0.14
2003-10-18 21:40:00+00:00,0.39
2003-12-13 21:50:00+00:00,0.57
2004-01-22 21:40:00+00:00,-0.18
2004-02-23 21:40:00+00:00,0.51
2004-04-03 21:50:00+00:00,-0.63
2004-05-21 21:50:00+00:00,0.1
2004-06-22 21:50:00+00:00,0.35
2004-06-23 21:40:00+00:00,0.4
2004-07-08 21:50:00+00:00,0.52
2004-08-25 21:50:00+00:00,-0.02
2004-09-10 21:50:00+00:00,-0.3
2004-09-18 21:40:00+00:00,0.54
2004-10-12 21:50:00+00:00,-0.56
2004-10-20 21:50:00+00:00,0.73
2004-10-28 21:50:00+00:00,-0.33
2004-11-13 21:50:00+00:00,-0.28
2005-02-09 21:50:00+00:00,-0.3
2005-02-17 21:50:00+00:00,-0.02
2005-03-05 21:50:00+00:00,-0.14
2005-04-06 21:50:00+00:00,-0.73
2005-04-22 21:50:00+00:00,-0.57
2005-04-30 21:50:00+00:00,0.48
2005-05-08 21:50:00+00:00,-0.39
2005-05-24 21:50:00+00:00,-0.34
2005-06-01 21:50:00+00:00,-0.18
2005-06-25 21:50:00+00:00,0.47
2005-08-12 21:50:00+00:00,0.48
2005-08-20 21:50:00+00:00,-0.43
2005-08-28 21:50:00+00:00,0.05
2005-08-29 21:40:00+00:00,-0.21
2005-10-07 21:50:00+00:00,0.48
2005-10-31 21:50:00+00:00,-0.5
2005-11-08 21:50:00+00:00,0.74
2006-01-03 21:50:00+00:00,0.68
2006-01-27 21:50:00+00:00,-0.67
2006-02-20 21:50:00+00:00,0.41
2006-02-28 21:50:00+00:00,-0.36
2006-05-27 21:50:00+00:00,-0.43
2006-07-22 21:50:00+00:00,-0.57
2006-07-30 21:50:00+00:00,0.45
2006-08-15 21:50:00+00:00,0.67
2006-08-23 21:50:00+00:00,-0.41
2006-08-31 21:50:00+00:00,0.45
2006-09-16 21:50:00+00:00,0.04
2006-10-10 22:00:00+00:00,0.51
2006-11-20 21:50:00+00:00,-0.36
2006-11-27 22:00:00+00:00,0.74
2007-01-22 21:50:00+00:00,0.59
2007-01-30 22:00:00+00:00,-0.6
2007-02-08 21:50:00+00:00,0.5
2007-05-30 21:50:00+00:00,-0.49
2007-10-05 21:50:00+00:00,0.03
2007-11-06 21:50:00+00:00,-0.44
2007-11-22 21:50:00+00:00,-0.7
2008-01-25 21:50:00+00:00,0.43
2008-02-26 21:50:00+00:00,0.54
2008-03-13 21:50:00+00:00,0.6
2008-05-16 21:50:00+00:00,-0.53
2008-06-01 21:50:00+00:00,-0.69
2008-07-03 21:50:00+00:00,-0.52
2008-07-19 21:50:00+00:00,-0.17
2008-08-20 21:50:00+00:00,0.37
2008-09-21 21:50:00+00:00,0.76
2008-12-26 21:50:00+00:00,-0.42
2009-02-28 21:50:00+00:00,0.4
2009-04-17 21:50:00+00:00,0.19
2009-06-04 21:50:00+00:00,-0.55
2009-07-06 21:50:00+00:00,-0.48
2009-08-07 21:50:00+00:00,-0.1
2009-09-08 21:50:00+00:00,0.38
2009-10-10 21:50:00+00:00,0.76
2009-12-29 21:50:00+00:00,-0.62
2010-03-03 21:50:00+00:00,0.45
2010-03-19 21:50:00+00:00,0.34
2010-04-20 21:50:00+00:00,0.52
2010-07-25 21:50:00+00:00,-0.48
2010-08-10 21:50:00+00:00,-0.58
2010-09-27 21:50:00+00:00,0.42
2011-01-01 21:50:00+00:00,-0.61
2011-01-25 21:50:00+00:00,0.77
2011-06-26 21:50:00+00:00,-0.24
2011-07-28 21:50:00+00:00,-0.55
2011-09-14 21:50:00+00:00,0.04
