dates,sar1524-0000,sar1524-0001,sar1524-0002,sar1524-0003,sar1524-0004,sar1524-0005,sar1524-0006,sar1524-0007,satname
1984-04-13 09:27:07+00:00,176.55,189.1,191.6,180.71,180.03,189.27,193.07,178.63,L5
1984-05-06 09:33:27+00:00,168.59,180.22,194.53,170.72,164.85,188.58,196.38,175.34,L5
1984-07-18 09:28:46+00:00,171.96,187.69,197.58,180.95,176.16,192.84,192.61,182.97,L5
1984-08-03 09:29:20+00:00,177.64,187.73,199.03,182.85,169.72,189.33,191.92,180.82,L5
1984-09-20 09:30:04+00:00,175.23,194.84,206.3,182.25,176.46,188.12,187.61,179.13,L5
1984-10-22 09:30:00+00:00,181.81,194.25,212.65,184.34,173.26,193.17,191.94,179.9,L5
1984-11-07 09:29:53+00:00,177.22,186.75,198.87,179.53,173.46,192.2,194.42,176.98,L5
1984-12-09 09:29:58+00:00,175.49,193.64,196.0,180.86,170.98,189.66,183.74,179.52,L5
1985-02-02 09:36:32+00:00,171.4,201.99,194.5,179.75,181.16,190.81,186.13,177.99,L5
1985-04-23 09:36:23+00:00,168.26,185.6,189.74,165.26,168.67,185.75,172.64,176.21,L5
1985-05-25 09:36:15+00:00,179.05,194.96,194.75,182.86,180.61,187.51,185.12,168.57,L5
1985-08-22 09:29:32+00:00,177.69,192.46,205.34,181.21,175.46,189.45,191.55,168.14,L5
1985-09-14 09:35:25+00:00,176.2,192.5,201.2,176.85,163.57,186.91,186.11,165.84,L5
1985-10-09 09:28:59+00:00,178.09,193.56,198.0,183.76,186.07,195.47,198.3,191.67,L5
1985-11-10 09:28:33+00:00,176.72,194.1,196.73,174.63,178.74,190.75,193.47,186.85,L5
1986-01-13 09:27:22+00:00,182.5,202.39,204.53,183.01,183.1,192.43,193.55,176.55,L5
1986-03-18 09:25:58+00:00,177.53,186.44,180.69,166.92,160.42,170.79,181.72,170.43,L5
1986-04-19 09:25:17+00:00,187.15,203.85,210.36,186.75,180.16,185.28,184.2,178.32,L5
1986-07-08 09:22:57+00:00,183.43,198.15,201.69,186.1,177.0,197.11,193.21,183.16,L5
1986-09-26 09:20:09+00:00,190.03,199.63,210.03,182.3,172.68,192.09,192.33,176.7,L5
1986-10-12 09:19:38+00:00,186.91,198.85,203.18,181.82,175.05,188.26,191.85,179.29,L5
1986-12-31 09:19:14+00:00,168.38,193.35,195.33,181.38,184.83,191.18,189.49,175.87,L5
1987-01-16 09:19:41+00:00,172.58,187.9,191.37,171.71,165.17,184.17,180.1,165.56,L5
1987-02-01 09:20:12+00:00,173.06,188.98,188.03,174.06,170.97,182.92,186.58,179.86,L5
1987-02-17 09:20:35+00:00,184.22,195.16,191.57,182.11,185.37,200.81,201.29,198.29,L5
1987-03-21 09:22:02+00:00,174.1,202.74,202.42,176.62,168.45,187.68,184.2,170.65,L5
1987-03-28 09:28:28+00:00,171.21,195.85,196.78,178.71,174.44,190.4,186.94,178.77,L5
1987-04-06 09:22:36+00:00,183.4,189.56,191.99,191.32,180.93,194.58,196.21,187.4,L5
1987-04-29 09:29:30+00:00,184.84,198.38,196.72,186.51,172.48,190.98,190.66,176.7,L5
1987-05-08 09:23:35+00:00,175.83,194.68,194.56,179.36,170.05,191.94,190.17,181.08,L5
1987-05-15 09:29:57+00:00,175.8,197.65,196.59,179.19,165.01,182.38,180.36,174.0,L5
1987-06-09 09:24:23+00:00,172.11,195.08,195.8,180.9,177.56,193.9,193.42,186.41,L5
1987-06-16 09:30:43+00:00,176.11,182.61,196.54,179.75,159.42,182.62,180.64,165.31,L5
1987-06-25 09:24:44+00:00,179.8,196.42,204.26,181.66,178.84,193.02,189.33,180.03,L5
1987-07-11 09:25:03+00:00,186.0,195.99,202.58,188.32,176.7,187.22,192.14,180.24,L5
1987-07-18 09:31:20+00:00,182.44,188.38,196.53,184.1,170.83,187.07,191.94,180.27,L5
1987-07-27 09:25:25+00:00,183.79,188.4,201.61,181.24,176.4,187.85,192.95,183.46,L5
1987-08-03 09:31:49+00:00,180.93,193.59,204.69,183.67,172.78,185.95,187.56,175.41,L5
1987-08-12 09:25:55+00:00,176.69,195.23,203.36,181.39,174.1,191.88,190.1,180.82,L5
1987-08-19 09:32:18+00:00,180.48,190.68,206.59,181.62,168.78,,,,L5
1987-08-28 09:26:22+00:00,177.21,190.14,202.97,182.95,166.14,,,,L5
1987-09-04 09:32:43+00:00,184.6,188.97,207.53,180.76,172.81,192.45,190.06,178.13,L5
